+-----------------+------------------------------+------------+-----------+------------+
| channel         | id                           | sales      | returns   | profit     |
| catalog channel | catalog_pageAAAAAAAAAPBAAAAA | 0.00       | 7079.67   | -9619.52   |
| catalog channel | catalog_pageAAAAAAAAAPCAAAAA | 501726.46  | 0.00      | -13627.97  |
| catalog channel | catalog_pageAAAAAAAABAAAAAAA | 0.00       | 92070.13  | -54542.34  |
| catalog channel | catalog_pageAAAAAAAABABAAAAA | 2666176.42 | 13461.00  | -155697.87 |
| catalog channel | catalog_pageAAAAAAAABACAAAAA | 0.00       | 8212.46   | -1391.69   |
| catalog channel | catalog_pageAAAAAAAABADAAAAA | 1912308.55 | 0.00      | -214827.21 |
| catalog channel | catalog_pageAAAAAAAABBAAAAAA | 0.00       | 94412.03  | -59660.90  |
| catalog channel | catalog_pageAAAAAAAABBBAAAAA | 2254667.60 | 6724.67   | -198720.74 |
| catalog channel | catalog_pageAAAAAAAABBCAAAAA | 0.00       | 12184.13  | -7719.53   |
| catalog channel | catalog_pageAAAAAAAABBDAAAAA | 1751718.08 | 0.00      | -221692.20 |
| catalog channel | catalog_pageAAAAAAAABCAAAAAA | 0.00       | 121188.61 | -66816.44  |
| catalog channel | catalog_pageAAAAAAAABCBAAAAA | 2339012.58 | 7059.35   | -222359.84 |
| catalog channel | catalog_pageAAAAAAAABCCAAAAA | 0.00       | 10748.57  | -6958.05   |
| catalog channel | catalog_pageAAAAAAAABCDAAAAA | 1809190.86 | 0.00      | -168676.25 |
| catalog channel | catalog_pageAAAAAAAABDAAAAAA | 0.00       | 105144.07 | -67005.85  |
| catalog channel | catalog_pageAAAAAAAABDBAAAAA | 2293818.32 | 19797.69  | -213429.30 |
| catalog channel | catalog_pageAAAAAAAABDCAAAAA | 0.00       | 217.60    | -558.47    |
| catalog channel | catalog_pageAAAAAAAABDDAAAAA | 1684026.43 | 604.01    | -220789.79 |
| catalog channel | catalog_pageAAAAAAAABEAAAAAA | 0.00       | 133366.33 | -66636.21  |
| catalog channel | catalog_pageAAAAAAAABEBAAAAA | 2350390.43 | 24005.45  | -302099.10 |
| catalog channel | catalog_pageAAAAAAAABECAAAAA | 0.00       | 62.72     | -203.36    |
| catalog channel | catalog_pageAAAAAAAABEDAAAAA | 1769017.39 | 0.00      | -92756.65  |
| catalog channel | catalog_pageAAAAAAAABFAAAAAA | 0.00       | 64074.17  | -43828.33  |
| catalog channel | catalog_pageAAAAAAAABFBAAAAA | 0.00       | 23196.97  | -10755.68  |
| catalog channel | catalog_pageAAAAAAAABFCAAAAA | 0.00       | 159.48    | -239.89    |
| catalog channel | catalog_pageAAAAAAAABFDAAAAA | 1840575.16 | 0.00      | -279912.04 |
| catalog channel | catalog_pageAAAAAAAABGAAAAAA | 0.00       | 166741.71 | -83073.11  |
| catalog channel | catalog_pageAAAAAAAABGBAAAAA | 0.00       | 26716.54  | -11901.85  |
| catalog channel | catalog_pageAAAAAAAABGCAAAAA | 0.00       | 1910.10   | -376.16    |
| catalog channel | catalog_pageAAAAAAAABHAAAAAA | 4541385.07 | 37608.95  | -582219.30 |
| catalog channel | catalog_pageAAAAAAAABHBAAAAA | 0.00       | 8807.37   | -5247.29   |
| catalog channel | catalog_pageAAAAAAAABHCAAAAA | 0.00       | 895.30    | -3034.68   |
| catalog channel | catalog_pageAAAAAAAABIAAAAAA | 4709193.13 | 32377.54  | -709418.04 |
| catalog channel | catalog_pageAAAAAAAABIBAAAAA | 0.00       | 5166.34   | -392.51    |
| catalog channel | catalog_pageAAAAAAAABICAAAAA | 0.00       | 806.30    | -700.79    |
| catalog channel | catalog_pageAAAAAAAABJAAAAAA | 4582839.64 | 23556.89  | -537798.31 |
| catalog channel | catalog_pageAAAAAAAABJBAAAAA | 0.00       | 588.67    | -498.74    |
| catalog channel | catalog_pageAAAAAAAABJCAAAAA | 573143.56  | 870.00    | -27812.35  |
| catalog channel | catalog_pageAAAAAAAABKAAAAAA | 4656737.86 | 35183.61  | -304605.85 |
| catalog channel | catalog_pageAAAAAAAABKBAAAAA | 0.00       | 14323.35  | -3788.46   |
| catalog channel | catalog_pageAAAAAAAABKCAAAAA | 450445.25  | 0.00      | -55258.19  |
| catalog channel | catalog_pageAAAAAAAABLAAAAAA | 4555946.41 | 33562.98  | -588252.93 |
| catalog channel | catalog_pageAAAAAAAABLBAAAAA | 0.00       | 13240.11  | -6201.57   |
| catalog channel | catalog_pageAAAAAAAABLCAAAAA | 454376.65  | 0.00      | -44613.88  |
| catalog channel | catalog_pageAAAAAAAABMAAAAAA | 4525432.04 | 41152.56  | -388813.66 |
| catalog channel | catalog_pageAAAAAAAABMBAAAAA | 0.00       | 9777.49   | -8880.05   |
| catalog channel | catalog_pageAAAAAAAABMCAAAAA | 413412.70  | 45.54     | -14930.87  |
| catalog channel | catalog_pageAAAAAAAABNAAAAAA | 4498797.84 | 45482.87  | -531950.04 |
| catalog channel | catalog_pageAAAAAAAABNBAAAAA | 0.00       | 3003.59   | -1055.43   |
+-----------------+------------------------------+------------+-----------+------------+
