Query 55, 9.08, 9.27, 9.06, 9.27, 8.97, 9.2
Query 56, 22.09, 20.07, 20.09, 20.59, 20.59, 20.59
Query 57, 31.69, 29.65, 30.16, 29.67, 29.66, 29.68
Query 58, 22.62, 21.63, 21.64, 21.61, 21.62, 21.63
Query 59, 22.15, 21.64, 21.65, 21.12, 21.15, 21.15
Query 60, 23.1, 21.63, 21.09, 21.08, 21.08, 21.09
Query 61, 3.35, 2.75, 2.75, 2.75, 2.84, 2.74
Query 62, 12.92, 9.78, 9.91, 9.89, 9.91, 9.78
Query 63, 1.73, 1.42, 1.52, 1.32, 1.32, 1.52
Query 64, 43.84, 35.63, 36.14, 35.13, 35.14, 35.14
Query 65, 23.63, 23.65, 23.66, 23.18, 22.63, 23.13
Query 66, 6.44, 2.15, 2.15, 2.15, 2.15, 2.27
Query 67, 144.29, 185.37, 185.34, 185.33, 186.33, 185.32
Query 68, 13.64, 13.15, 13.14, 13.12, 13.13, 13.13
Query 69, 19.12, 18.62, 18.65, 18.61, 18.63, 18.66
Query 70, 33.12, 32.1, 40.15, 40.14, 33.61, 33.11
Query 71, 1.82, 1.52, 1.52, 1.52, 1.52, 1.43
Query 72, 44.63, 51.12, 51.62, 53.12, 52.62, 51.12
Query 73, 1.72, 1.62, 1.42, 1.42, 1.42, 1.62
Query 74, 34.72, 32.64, 32.72, 32.67, 32.66, 32.72
Query 75, 33.11, 30.6, 30.62, 30.11, 30.11, 30.6
Query 76, 18.16, 17.66, 17.65, 17.65, 17.64, 17.63
Query 77, 26.22, 22.17, 22.67, 21.63, 22.17, 22.68
Query 78, 42.23, 43.22, 42.69, 42.68, 42.17, 42.18
Query 79, 12.13, 12.11, 11.11, 11.13, 11.59, 11.59
Query 80, 29.17, 27.2, 27.16, 26.64, 28.17, 27.15
Query 81, 4.4, 4.36, 4.3, 4.39, 4.42, 4.4
Query 82, 28.13, 39.6, 39.63, 39.61, 39.63, 39.61
Query 83, 4.97, 4.47, 4.47, 4.58, 4.45, 4.57
Query 84, 4.67, 4.76, 4.87, 4.88, 4.87, 4.76
Query 85, 8.36, 7.36, 7.16, 6.96, 7.16, 7.16
Query 86, 5.51, 5.77, 5.72, 5.81, 5.78, 5.81
Query 87, 23.15, 22.11, 22.11, 21.58, 22.11, 22.11
Query 88, 66.19, 65.2, 65.2, 64.21, 64.21, 67.22
Query 89, 1.92, 1.73, 1.72, 1.62, 1.62, 1.52
Query 90, 6.57, 6.46, 6.37, 6.35, 6.24, 6.35
Query 91, 3.22, 3.42, 3.22, 3.33, 3.32, 3.53
Query 92, 6.55, 6.24, 6.34, 6.56, 6.25, 6.46
Query 93, 9.78, 9.85, 9.87, 9.95, 9.64, 10.05
Query 94, 10.09, 8.47, 8.47, 8.35, 8.36, 8.46
Query 95, 113.27, 113.27, 114.26, 112.29, 112.59, 112.26
Query 96, 8.76, 8.45, 8.56, 19.59, 19.58, 19.59
Query 97, 20.62, 21.62, 20.11, 20.09, 19.63, 20.09
Query 98, 1.23, 1.42, 1.43, 1.43, 1.33, 1.42
Query 99, 17.64, 18.11, 18.1, 17.63, 17.63, 17.61
