+----------------+-----------+-------+---------------+---------------+----------------+-----------+-------+---------------+---------------+
| w_warehouse_sk | i_item_sk | d_moy | mean          | cov           | w_warehouse_sk | i_item_sk | d_moy | mean          | cov           |
| 2              | 11944     | 4     | 102.8         | 1.31696040155 | 2              | 11944     | 5     | 364.75        | 1.05505183644 |
| 2              | 12136     | 4     | 408.5         | 1.01023122623 | 2              | 12136     | 5     | 205.5         | 1.59663364407 |
| 2              | 12337     | 4     | 282.0         | 1.33989773466 | 2              | 12337     | 5     | 365.0         | 1.04527160661 |
| 2              | 12476     | 4     | 479.25        | 1.00301780529 | 2              | 12476     | 5     | 344.5         | 1.03120098447 |
| 2              | 12529     | 4     | 292.0         | 1.08292487163 | 2              | 12529     | 5     | 303.75        | 1.24993490547 |
| 2              | 13700     | 4     | 283.4         | 1.40934611128 | 2              | 13700     | 5     | 386.25        | 1.10322531285 |
| 2              | 14125     | 4     | 446.0         | 1.03040506673 | 2              | 14125     | 5     | 227.75        | 1.6570306271  |
| 2              | 14749     | 4     | 387.25        | 1.06668598034 | 2              | 14749     | 5     | 324.75        | 1.14947497829 |
| 2              | 14872     | 4     | 402.666666667 | 1.27748820717 | 2              | 14872     | 5     | 218.5         | 1.35279569305 |
| 2              | 16156     | 4     | 290.2         | 1.05621003826 | 2              | 16156     | 5     | 414.0         | 1.14257335579 |
| 2              | 16507     | 4     | 396.4         | 1.10243276439 | 2              | 16507     | 5     | 323.5         | 1.01864446862 |
| 2              | 16550     | 4     | 173.25        | 1.32439864191 | 2              | 16550     | 5     | 400.0         | 1.26572113832 |
| 2              | 17164     | 4     | 276.0         | 1.2427351374  | 2              | 17164     | 5     | 175.666666667 | 1.08512854985 |
| 2              | 17677     | 4     | 329.2         | 1.24678083669 | 2              | 17677     | 5     | 176.0         | 1.00389865026 |
| 2              | 17761     | 4     | 365.0         | 1.16030119703 | 2              | 17761     | 5     | 295.75        | 1.01034752268 |
| 3              | 1042      | 4     | 350.6         | 1.23790848304 | 3              | 1042      | 5     | 352.666666667 | 1.09533060911 |
| 3              | 1270      | 4     | 363.6         | 1.03892635702 | 3              | 1270      | 5     | 402.5         | 1.0245056218  |
| 3              | 1357      | 4     | 165.2         | 1.87708633757 | 3              | 1357      | 5     | 212.0         | 1.05594023977 |
| 3              | 3145      | 4     | 350.75        | 1.08125578597 | 3              | 3145      | 5     | 216.5         | 1.07940596739 |
| 3              | 3445      | 4     | 308.8         | 1.22005882085 | 3              | 3445      | 5     | 212.25        | 1.28220826019 |
| 3              | 3787      | 4     | 295.0         | 1.11059249284 | 3              | 3787      | 5     | 318.75        | 1.28255895689 |
| 3              | 3878      | 4     | 343.6         | 1.0129991753  | 3              | 3878      | 5     | 397.25        | 1.09900226278 |
| 3              | 4142      | 4     | 386.75        | 1.0246904313  | 3              | 4142      | 5     | 241.75        | 1.23891997351 |
| 3              | 6554      | 4     | 298.75        | 1.0378274031  | 3              | 6554      | 5     | 385.0         | 1.05384362375 |
| 3              | 7760      | 4     | 172.4         | 1.58918212795 | 3              | 7760      | 5     | 405.666666667 | 1.06408695348 |
| 3              | 8170      | 4     | 368.0         | 1.04802212107 | 3              | 8170      | 5     | 481.5         | 1.02932463961 |
| 3              | 8593      | 4     | 255.2         | 1.28812867038 | 3              | 8593      | 5     | 429.25        | 1.03579608752 |
| 3              | 9361      | 4     | 320.6         | 1.05911755656 | 3              | 9361      | 5     | 311.5         | 1.34270918178 |
| 3              | 9590      | 4     | 304.2         | 1.14173236923 | 3              | 9590      | 5     | 271.0         | 1.51687897619 |
| 3              | 10426     | 4     | 386.25        | 1.0559899147  | 3              | 10426     | 5     | 344.5         | 1.10948013809 |
| 3              | 11228     | 4     | 248.8         | 1.69015531334 | 3              | 11228     | 5     | 288.0         | 1.57986111111 |
| 3              | 13027     | 4     | 383.6         | 1.19364263947 | 3              | 13027     | 5     | 373.75        | 1.06259565113 |
| 3              | 13174     | 4     | 329.0         | 1.02109339434 | 3              | 13174     | 5     | 334.0         | 1.17928351077 |
| 3              | 13864     | 4     | 405.8         | 1.01224053478 | 3              | 13864     | 5     | 366.75        | 1.08239625765 |
| 3              | 14221     | 4     | 313.2         | 1.22441537924 | 3              | 14221     | 5     | 309.0         | 1.28788765094 |
| 3              | 14842     | 4     | 362.8         | 1.22197179137 | 3              | 14842     | 5     | 273.75        | 1.0392651264  |
| 3              | 14924     | 4     | 248.75        | 1.01234919252 | 3              | 14924     | 5     | 307.25        | 1.25898825642 |
| 3              | 15146     | 4     | 383.5         | 1.02373846623 | 3              | 15146     | 5     | 332.0         | 1.00507674896 |
| 3              | 15151     | 4     | 365.6         | 1.11605686823 | 3              | 15151     | 5     | 332.0         | 1.36134137923 |
| 3              | 17312     | 4     | 210.2         | 1.49412748926 | 3              | 17312     | 5     | 471.0         | 1.04638536843 |
| 3              | 17431     | 4     | 202.5         | 1.55851570201 | 3              | 17431     | 5     | 325.75        | 1.16516021736 |
| 3              | 17942     | 4     | 243.2         | 1.46242738432 | 3              | 17942     | 5     | 246.0         | 1.38370902682 |
| 4              | 50        | 4     | 201.5         | 1.33576837211 | 4              | 50        | 5     | 321.5         | 1.00593916396 |
| 4              | 415       | 4     | 319.5         | 1.16399527692 | 4              | 415       | 5     | 273.0         | 1.75627433678 |
| 4              | 658       | 4     | 318.25        | 1.13592842332 | 4              | 658       | 5     | 508.5         | 1.01076957502 |
| 4              | 716       | 4     | 344.0         | 1.01233560851 | 4              | 716       | 5     | 282.25        | 1.34526514996 |
| 4              | 1250      | 4     | 283.0         | 1.27364205821 | 4              | 1250      | 5     | 257.333333333 | 1.43259622427 |
| 4              | 1736      | 4     | 244.2         | 1.37847047031 | 4              | 1736      | 5     | 310.0         | 1.40471926458 |
| 4              | 1936      | 4     | 300.6         | 1.02628373722 | 4              | 1936      | 5     | 425.0         | 1.04114567363 |
| 4              | 2290      | 4     | 447.25        | 1.06700635154 | 4              | 2290      | 5     | 265.5         | 1.45551363345 |
| 4              | 3208      | 4     | 489.75        | 1.01975821922 | 4              | 3208      | 5     | 381.5         | 1.06460426025 |
| 4              | 4051      | 4     | 300.6         | 1.22131660237 | 4              | 4051      | 5     | 90.0          | 1.62621274784 |
| 4              | 4070      | 4     | 402.25        | 1.07584174407 | 4              | 4070      | 5     | 199.0         | 1.67115461841 |
| 4              | 4207      | 4     | 418.666666667 | 1.12473457591 | 4              | 4207      | 5     | 438.0         | 1.06254442089 |
| 4              | 4244      | 4     | 437.0         | 1.03646424235 | 4              | 4244      | 5     | 378.0         | 1.0312801372  |
| 4              | 7768      | 4     | 327.4         | 1.06122599692 | 4              | 7768      | 5     | 294.5         | 1.10029728103 |
| 4              | 7951      | 4     | 254.8         | 1.09293979043 | 4              | 7951      | 5     | 312.5         | 1.01092485708 |
| 4              | 9946      | 4     | 372.2         | 1.02659259097 | 4              | 9946      | 5     | 378.0         | 1.2569812885  |
| 4              | 10141     | 4     | 308.8         | 1.13495778317 | 4              | 10141     | 5     | 112.0         | 1.6717026383  |
| 4              | 11476     | 4     | 328.0         | 1.10359747507 | 4              | 11476     | 5     | 276.5         | 1.3339212614  |
| 4              | 11593     | 4     | 294.25        | 1.3033253245  | 4              | 11593     | 5     | 214.5         | 1.19664224508 |
| 4              | 13069     | 4     | 178.6         | 1.06098665285 | 4              | 13069     | 5     | 302.25        | 1.17628413086 |
| 4              | 13087     | 4     | 275.75        | 1.69090999554 | 4              | 13087     | 5     | 105.5         | 1.06792581582 |
| 4              | 13546     | 4     | 391.0         | 1.03899501604 | 4              | 13546     | 5     | 393.25        | 1.0926067491  |
| 4              | 14026     | 4     | 386.5         | 1.10018806406 | 4              | 14026     | 5     | 391.25        | 1.02189845621 |
| 4              | 14038     | 4     | 226.2         | 1.02989775676 | 4              | 14038     | 5     | 347.5         | 1.10893720823 |
| 4              | 14696     | 4     | 294.8         | 1.17757839764 | 4              | 14696     | 5     | 229.0         | 1.44950541904 |
| 4              | 14782     | 4     | 365.0         | 1.00866763403 | 4              | 14782     | 5     | 237.333333333 | 1.24394363521 |
| 4              | 15469     | 4     | 317.8         | 1.175509439   | 4              | 15469     | 5     | 359.5         | 1.17441162447 |
| 4              | 16456     | 4     | 361.0         | 1.03317044311 | 4              | 16456     | 5     | 430.0         | 1.05162574699 |
| 4              | 16459     | 4     | 398.0         | 1.0719548238  | 4              | 16459     | 5     | 254.75        | 1.21233918321 |
| 4              | 16654     | 4     | 174.8         | 1.2111701428  | 4              | 16654     | 5     | 392.75        | 1.1529461298  |
| 5              | 259       | 4     | 334.25        | 1.21302360975 | 5              | 259       | 5     | 397.333333333 | 1.12193383492 |
| 5              | 320       | 4     | 369.4         | 1.04241098433 | 5              | 320       | 5     | 339.25        | 1.00576299108 |
| 5              | 1105      | 4     | 310.8         | 1.11258265165 | 5              | 1105      | 5     | 315.25        | 1.17008654339 |
| 5              | 2140      | 4     | 350.0         | 1.23751891348 | 5              | 2140      | 5     | 376.25        | 1.04971697065 |
| 5              | 2185      | 4     | 343.0         | 1.24914100652 | 5              | 2185      | 5     | 355.25        | 1.25347343236 |
| 5              | 4870      | 4     | 456.5         | 1.05703851347 | 5              | 4870      | 5     | 387.5         | 1.00304136879 |
| 5              | 5806      | 4     | 98.2          | 1.49341479356 | 5              | 5806      | 5     | 287.0         | 1.63799635129 |
| 5              | 6134      | 4     | 372.0         | 1.01851216814 | 5              | 6134      | 5     | 322.25        | 1.02711493965 |
| 5              | 7742      | 4     | 322.25        | 1.20207138628 | 5              | 7742      | 5     | 358.0         | 1.54099590967 |
| 5              | 7915      | 4     | 300.5         | 1.10544156178 | 5              | 7915      | 5     | 310.0         | 1.05241739793 |
| 5              | 8278      | 4     | 202.0         | 1.38107721617 | 5              | 8278      | 5     | 390.75        | 1.02628664914 |
| 5              | 8488      | 4     | 317.0         | 1.08688012307 | 5              | 8488      | 5     | 251.75        | 1.174477828   |
| 5              | 9025      | 4     | 295.6         | 1.0701185587  | 5              | 9025      | 5     | 326.5         | 1.24430478568 |
| 5              | 9446      | 4     | 226.4         | 1.05940147458 | 5              | 9446      | 5     | 361.75        | 1.1029436638  |
| 5              | 12008     | 4     | 144.8         | 1.11892733213 | 5              | 12008     | 5     | 198.666666667 | 1.29216746124 |
| 5              | 12146     | 4     | 345.5         | 1.07508736001 | 5              | 12146     | 5     | 180.5         | 1.05355939088 |
| 5              | 12349     | 4     | 213.0         | 1.50348035334 | 5              | 12349     | 5     | 114.0         | 1.18307287784 |
| 5              | 13003     | 4     | 249.5         | 1.37783481887 | 5              | 13003     | 5     | 330.5         | 1.11696838447 |
| 5              | 13171     | 4     | 327.4         | 1.10835804901 | 5              | 13171     | 5     | 274.75        | 1.17301537941 |
| 5              | 15202     | 4     | 333.4         | 1.05118298195 | 5              | 15202     | 5     | 182.25        | 1.04472969566 |
| 5              | 15550     | 4     | 287.2         | 1.34879339558 | 5              | 15550     | 5     | 383.0         | 1.06779893298 |
| 5              | 16123     | 4     | 291.25        | 1.06699341702 | 5              | 16123     | 5     | 244.333333333 | 1.17021957496 |
| 5              | 17204     | 4     | 211.4         | 1.13032856909 | 5              | 17204     | 5     | 284.5         | 1.17397717739 |
+----------------+-----------+-------+---------------+---------------+----------------+-----------+-------+---------------+---------------+
+----------------+-----------+-------+--------+---------------+----------------+-----------+-------+---------------+---------------+
| w_warehouse_sk | i_item_sk | d_moy | mean   | cov           | w_warehouse_sk | i_item_sk | d_moy | mean          | cov           |
+----------------+-----------+-------+--------+---------------+----------------+-----------+-------+---------------+---------------+
| 2              | 1762      | 4     | 245.75 | 1.57128646067 | 2              | 1762      | 5     | 375.0         | 1.03111647508 |
| 3              | 1357      | 4     | 165.2  | 1.87708633757 | 3              | 1357      | 5     | 212.0         | 1.05594023977 |
| 3              | 7760      | 4     | 172.4  | 1.58918212795 | 3              | 7760      | 5     | 405.666666667 | 1.06408695348 |
| 3              | 11228     | 4     | 248.8  | 1.69015531334 | 3              | 11228     | 5     | 288.0         | 1.57986111111 |
| 3              | 17431     | 4     | 202.5  | 1.55851570201 | 3              | 17431     | 5     | 325.75        | 1.16516021736 |
| 4              | 13087     | 4     | 275.75 | 1.69090999554 | 4              | 13087     | 5     | 105.5         | 1.06792581582 |
| 5              | 12349     | 4     | 213.0  | 1.50348035334 | 5              | 12349     | 5     | 114.0         | 1.18307287784 |
+----------------+-----------+-------+--------+---------------+----------------+-----------+-------+---------------+---------------+
