+--------+----------+----------------------------------------------------+-----------+
| d_year | brand_id | brand                                              | ext_price |
| 1998   | 8005009  | scholarnameless #9                                 | 84973.09  |
| 1998   | 10004015 | edu packunivamalg #15                              | 82273.10  |
| 1998   | 9006009  | corpmaxi #9                                        | 80919.18  |
| 1998   | 6012001  | importobrand #1                                    | 80167.34  |
| 1998   | 7010004  | univnameless #4                                    | 79920.03  |
| 1998   | 9005009  | scholarmaxi #9                                     | 79274.09  |
| 1998   | 8008003  | namelessnameless #3                                | 78116.10  |
| 1998   | 8010009  | univmaxi #9                                        | 77839.57  |
| 1998   | 8008009  | namelessnameless #9                                | 77644.74  |
| 1998   | 6008002  | namelesscorp #2                                    | 76073.93  |
| 1998   | 10008002 | namelessunivamalg #2                               | 74106.10  |
| 1998   | 7009003  | maxibrand #3                                       | 73939.29  |
| 1998   | 6015005  | scholarbrand #5                                    | 73553.02  |
| 1998   | 9014002  | edu packunivamalg #2                               | 73141.74  |
| 1998   | 8011007  | amalgmaxi #7                                       | 72938.82  |
| 1998   | 8005003  | scholarnameless #3                                 | 72335.42  |
| 1998   | 10003011 | exportiunivamalg #11                               | 71295.35  |
| 1998   | 7007010  | brandbrand #10                                     | 70742.53  |
| 1998   | 7012010  | importonameless #10                                | 70331.71  |
| 1998   | 8011009  | amalgmaxi #9                                       | 69903.93  |
| 1998   | 7004009  | edu packbrand #9                                   | 68846.58  |
| 1998   | 6011003  | amalgbrand #3                                      | 68414.82  |
| 1998   | 8002009  | importonameless #9                                 | 67818.76  |
| 1998   | 6005001  | scholarcorp #1                                     | 67673.02  |
| 1998   | 9013011  | exportiunivamalg #11                               | 67667.26  |
| 1998   | 8008007  | namelessnameless #7                                | 67392.30  |
| 1998   | 9001008  | amalgmaxi #8                                       | 67371.04  |
| 1998   | 9012011  | importounivamalg #11                               | 67364.71  |
+--------+----------+----------------------------------------------------+-----------+
