+-----------------+------------------------------+-----------+----------+-----------+
| channel         | id                           | sales     | returns  | profit    |
| catalog channel | catalog_pageAAAAAAAACEBAAAAA | 82706.64  | 10984.92 | -15194.23 |
| catalog channel | catalog_pageAAAAAAAACEDAAAAA | 78165.61  | 10707.41 | -23460.44 |
| catalog channel | catalog_pageAAAAAAAACFDAAAAA | 74335.76  | 1694.22  | -35574.60 |
| catalog channel | catalog_pageAAAAAAAACGDAAAAA | 129854.06 | 6320.98  | 2787.67   |
| catalog channel | catalog_pageAAAAAAAACHAAAAAA | 256057.30 | 11420.78 | -2638.15  |
| catalog channel | catalog_pageAAAAAAAACHDAAAAA | 80957.82  | 3707.90  | 6772.43   |
| catalog channel | catalog_pageAAAAAAAACIAAAAAA | 190828.32 | 26023.63 | -3544.66  |
| catalog channel | catalog_pageAAAAAAAACJAAAAAA | 181735.28 | 7880.63  | -56081.82 |
| catalog channel | catalog_pageAAAAAAAACKAAAAAA | 200593.20 | 5661.40  | -47230.82 |
| catalog channel | catalog_pageAAAAAAAACKCAAAAA | 33982.92  | 2202.00  | 12393.51  |
| catalog channel | catalog_pageAAAAAAAACLAAAAAA | 160678.06 | 12525.08 | -32499.23 |
| catalog channel | catalog_pageAAAAAAAACLCAAAAA | 19343.93  | 1526.28  | 3844.10   |
| catalog channel | catalog_pageAAAAAAAACMAAAAAA | 167217.88 | 19591.35 | 2328.37   |
| catalog channel | catalog_pageAAAAAAAACMCAAAAA | 12246.92  | 126.42   | -5638.91  |
| catalog channel | catalog_pageAAAAAAAACNAAAAAA | 139949.23 | 10339.09 | -40887.96 |
| catalog channel | catalog_pageAAAAAAAACNCAAAAA | 28679.03  | 0.00     | -554.46   |
| catalog channel | catalog_pageAAAAAAAACOAAAAAA | 112013.22 | 1663.27  | -12975.90 |
| catalog channel | catalog_pageAAAAAAAACOCAAAAA | 8141.72   | 0.00     | 716.56    |
| catalog channel | catalog_pageAAAAAAAACPAAAAAA | 101453.75 | 1796.70  | 2076.50   |
| catalog channel | catalog_pageAAAAAAAACPCAAAAA | 13597.15  | 0.00     | -10454.21 |
| catalog channel | catalog_pageAAAAAAAADABAAAAA | 68129.99  | 2721.25  | -7347.78  |
| catalog channel | catalog_pageAAAAAAAADADAAAAA | 3843.00   | 0.00     | -2262.28  |
| catalog channel | catalog_pageAAAAAAAADBBAAAAA | 92027.93  | 13677.50 | -9760.17  |
| catalog channel | catalog_pageAAAAAAAADBDAAAAA | 84591.67  | 5334.79  | -5738.66  |
| catalog channel | catalog_pageAAAAAAAADCBAAAAA | 100569.39 | 4328.40  | 4248.64   |
| catalog channel | catalog_pageAAAAAAAADCDAAAAA | 77822.27  | 2455.32  | -11350.77 |
| catalog channel | catalog_pageAAAAAAAADDBAAAAA | 79653.70  | 3205.32  | -28554.95 |
| catalog channel | catalog_pageAAAAAAAADDDAAAAA | 124900.10 | 12909.29 | -4169.37  |
| catalog channel | catalog_pageAAAAAAAADEBAAAAA | 95483.98  | 2077.92  | -35340.74 |
| catalog channel | catalog_pageAAAAAAAADEDAAAAA | 82138.54  | 4821.57  | -2234.94  |
| catalog channel | catalog_pageAAAAAAAADFDAAAAA | 123672.55 | 1327.20  | -20844.81 |
| catalog channel | catalog_pageAAAAAAAADGDAAAAA | 67034.23  | 1871.09  | -13792.82 |
| catalog channel | catalog_pageAAAAAAAADHAAAAAA | 198463.43 | 6559.37  | -18913.52 |
| catalog channel | catalog_pageAAAAAAAADHDAAAAA | 81103.04  | 3655.47  | -33224.79 |
| catalog channel | catalog_pageAAAAAAAADIAAAAAA | 202754.82 | 9348.95  | -32962.95 |
| catalog channel | catalog_pageAAAAAAAADJAAAAAA | 150009.25 | 1201.08  | -12543.22 |
| catalog channel | catalog_pageAAAAAAAADKAAAAAA | 158442.71 | 2956.16  | -65020.43 |
+-----------------+------------------------------+-----------+----------+-----------+
