+------------------------+--------+--------------------+----------------------+--------------------+----------------------+
| ca_county              | d_year | web_q1_q2_increase | store_q1_q2_increase | web_q2_q3_increase | store_q2_q3_increase |
| Ventura County         | 2000   | 1.040439           | 0.909221             | 2.243747           | 2.076999             |
| Wright County          | 2000   | 0.961777           | 0.954191             | 2.428896           | 1.870786             |
| Sanders County         | 2000   | 0.979799           | 0.866231             | 2.079633           | 1.918433             |
| Tulsa County           | 2000   | 1.039594           | 0.948502             | 2.119433           | 1.839661             |
| Wilbarger County       | 2000   | 1.042836           | 1.024381             | 2.024088           | 1.781971             |
| Cheboygan County       | 2000   | 1.031248           | 0.981102             | 1.860709           | 1.799972             |
| Waupaca County         | 2000   | 0.911684           | 0.901013             | 2.009279           | 1.838223             |
| Whatcom County         | 2000   | 0.958676           | 0.921504             | 2.449291           | 1.893404             |
| McHenry County         | 2000   | 0.856407           | 0.802355             | 2.213699           | 1.907924             |
| Okmulgee County        | 2000   | 1.182372           | 1.125833             | 1.502594           | 1.481664             |
| Stark County           | 2000   | 1.011728           | 0.861268             | 2.261843           | 1.901254             |
| Eaton County           | 2000   | 1.080846           | 0.784306             | 1.997954           | 1.823230             |
| Athens County          | 2000   | 1.213156           | 1.116347             | 1.891590           | 1.562058             |
| Clark County           | 2000   | 0.944162           | 0.884832             | 2.087692           | 1.931715             |
| Valencia County        | 2000   | 1.112907           | 1.023053             | 1.848491           | 1.490437             |
| Door County            | 2000   | 1.281405           | 0.997686             | 1.627101           | 1.498145             |
| Bladen County          | 2000   | 1.095911           | 0.654435             | 2.054833           | 1.894641             |
| Siskiyou County        | 2000   | 1.117289           | 1.004792             | 1.662705           | 1.403612             |
| Natrona County         | 2000   | 1.510727           | 1.083915             | 2.277451           | 1.727033             |
| Montmorency County     | 2000   | 0.944368           | 0.930070             | 2.222446           | 1.609871             |
| Rio Grande County      | 2000   | 1.035470           | 0.960395             | 1.829035           | 1.443885             |
| DeSoto County          | 2000   | 1.214052           | 1.075273             | 2.303776           | 1.759489             |
| Albemarle County       | 2000   | 1.021779           | 0.733886             | 2.422383           | 1.991025             |
| Henderson County       | 2000   | 0.921637           | 0.887987             | 1.912607           | 1.847092             |
| Hill County            | 2000   | 0.955134           | 0.861757             | 1.992900           | 1.954108             |
| Ashtabula County       | 2000   | 1.089799           | 1.058107             | 2.185925           | 1.846636             |
| Unicoi County          | 2000   | 1.429860           | 0.834298             | 1.931370           | 1.655293             |
| Sarpy County           | 2000   | 0.971482           | 0.878853             | 1.729599           | 1.707051             |
| Spink County           | 2000   | 1.377791           | 0.992670             | 1.851985           | 1.819609             |
| Albany County          | 2000   | 1.000941           | 0.762794             | 2.148087           | 1.903039             |
| Whiteside County       | 2000   | 1.389238           | 1.193280             | 1.869030           | 1.751329             |
| Williams County        | 2000   | 1.268763           | 0.936973             | 1.927919           | 1.649158             |
| Ouachita Parish        | 2000   | 1.800582           | 1.054678             | 1.822390           | 1.656678             |
| Georgetown County      | 2000   | 1.202211           | 1.154184             | 1.871906           | 1.429775             |
| Alcona County          | 2000   | 1.112421           | 0.816697             | 1.763597           | 1.643739             |
| Caldwell Parish        | 2000   | 0.955053           | 0.903551             | 1.802933           | 1.721152             |
| Emery County           | 2000   | 1.169716           | 0.837023             | 1.779128           | 1.636270             |
| Greene County          | 2000   | 1.043880           | 0.923153             | 1.895200           | 1.872162             |
| Attala County          | 2000   | 1.172285           | 0.818700             | 2.093837           | 2.058805             |
| Davis County           | 2000   | 1.053563           | 0.872798             | 2.134273           | 2.131093             |
| Menifee County         | 2000   | 1.090937           | 1.033396             | 2.078810           | 1.717932             |
| Nicollet County        | 2000   | 0.816837           | 0.677584             | 2.461390           | 1.997830             |
| Cameron County         | 2000   | 0.904434           | 0.893174             | 2.228517           | 1.744062             |
| Spencer County         | 2000   | 1.052870           | 0.973672             | 1.824034           | 1.803662             |
| Rockdale County        | 2000   | 0.870214           | 0.752238             | 1.956174           | 1.943259             |
| Aransas County         | 2000   | 1.175308           | 0.973804             | 1.887571           | 1.671037             |
| Nance County           | 2000   | 1.077260           | 0.911725             | 2.109703           | 1.892327             |
| Alamance County        | 2000   | 1.131573           | 1.023142             | 2.236930           | 1.757640             |
| Richland Parish        | 2000   | 1.094495           | 0.990775             | 1.766891           | 1.551972             |
| Fayette County         | 2000   | 0.998207           | 0.937529             | 1.856075           | 1.834759             |
| Coahoma County         | 2000   | 0.975758           | 0.895828             | 2.232710           | 2.186881             |
| Banner County          | 2000   | 1.062927           | 0.921991             | 1.695842           | 1.571065             |
| Wolfe County           | 2000   | 0.876611           | 0.840174             | 2.122518           | 1.968717             |
| Fentress County        | 2000   | 1.159916           | 0.832338             | 2.050865           | 1.815716             |
| Chisago County         | 2000   | 2.101385           | 0.953216             | 1.751354           | 1.679828             |
| Rappahannock County    | 2000   | 1.307197           | 0.803014             | 2.065473           | 2.051168             |
| Gentry County          | 2000   | 0.972718           | 0.751644             | 2.228528           | 1.911405             |
| Camp County            | 2000   | 1.098774           | 0.856357             | 2.356041           | 2.115781             |
| Crisp County           | 2000   | 1.113799           | 0.956875             | 2.013991           | 1.834858             |
| Cheyenne County        | 2000   | 1.052675           | 1.020939             | 1.776215           | 1.759383             |
| Hampton city           | 2000   | 1.075544           | 0.939140             | 2.224785           | 1.750953             |
| Tompkins County        | 2000   | 1.341834           | 1.015761             | 2.157742           | 1.762228             |
| Rapides Parish         | 2000   | 1.021825           | 0.932535             | 2.162207           | 1.853354             |
| Leslie County          | 2000   | 2.096289           | 1.085971             | 1.563113           | 1.466480             |
| Carteret County        | 2000   | 1.183167           | 0.957071             | 2.446955           | 2.070089             |
| Kingman County         | 2000   | 0.898785           | 0.867339             | 2.207743           | 2.185547             |
| Acadia Parish          | 2000   | 1.354693           | 0.925630             | 2.448838           | 1.509297             |
| Norton city            | 2000   | 0.818639           | 0.790484             | 2.551162           | 1.794912             |
| Cobb County            | 2000   | 1.254562           | 0.934539             | 2.219754           | 1.403144             |
| Towns County           | 2000   | 1.093093           | 1.038909             | 1.977881           | 1.408652             |
| Grand Traverse County  | 2000   | 1.455697           | 1.416685             | 2.005269           | 1.574760             |
| Yalobusha County       | 2000   | 1.041771           | 0.864303             | 1.826419           | 1.823248             |
| Kay County             | 2000   | 1.026536           | 0.852997             | 2.158201           | 1.972860             |
| Vernon Parish          | 2000   | 1.073746           | 1.048164             | 1.829732           | 1.646891             |
| Runnels County         | 2000   | 1.626523           | 0.855617             | 2.100681           | 1.899767             |
| Churchill County       | 2000   | 1.283491           | 0.947120             | 2.236387           | 1.825157             |
| Seward County          | 2000   | 0.929599           | 0.865117             | 2.579294           | 1.812998             |
| Metcalfe County        | 2000   | 1.174665           | 1.110942             | 1.872864           | 1.826581             |
| Dewey County           | 2000   | 0.950978           | 0.828390             | 2.593987           | 2.250366             |
| Coke County            | 2000   | 0.864189           | 0.800818             | 2.574631           | 2.087811             |
| Porter County          | 2000   | 1.288532           | 0.883606             | 2.188425           | 1.994231             |
| Surry County           | 2000   | 1.299779           | 1.049146             | 1.995338           | 1.751416             |
| Hyde County            | 2000   | 0.956354           | 0.845792             | 2.129805           | 2.084274             |
| Westmoreland County    | 2000   | 1.133627           | 1.005676             | 1.822108           | 1.741835             |
| Christian County       | 2000   | 1.143446           | 0.932880             | 1.928744           | 1.878182             |
| Leelanau County        | 2000   | 1.230719           | 0.821732             | 2.117341           | 2.040690             |
| Watonwan County        | 2000   | 1.770192           | 0.927772             | 2.392589           | 2.141044             |
| Mariposa County        | 2000   | 1.017613           | 0.993435             | 1.905120           | 1.737560             |
| Snyder County          | 2000   | 1.119717           | 0.928557             | 2.179195           | 1.787285             |
| Alger County           | 2000   | 1.027580           | 0.745645             | 1.757592           | 1.754096             |
| Lincoln County         | 2000   | 0.952338           | 0.920003             | 1.955734           | 1.881913             |
| Piatt County           | 2000   | 0.947091           | 0.787279             | 3.167189           | 2.260208             |
| Fannin County          | 2000   | 1.028945           | 0.848349             | 1.993521           | 1.796114             |
| Somervell County       | 2000   | 1.258266           | 0.955308             | 2.162611           | 2.056830             |
| Owyhee County          | 2000   | 0.882177           | 0.835797             | 2.078180           | 1.966032             |
| Ashland County         | 2000   | 0.854664           | 0.841586             | 1.740222           | 1.688603             |
| Storey County          | 2000   | 1.552445           | 1.054082             | 2.598939           | 1.543759             |
| Izard County           | 2000   | 1.153560           | 0.754097             | 2.044364           | 1.920459             |
| Cavalier County        | 2000   | 1.175962           | 1.045700             | 1.796771           | 1.681563             |
| Del Norte County       | 2000   | 0.929749           | 0.917643             | 2.868738           | 1.736261             |
| DeKalb County          | 2000   | 1.045904           | 0.823657             | 1.989044           | 1.958167             |
| Oklahoma County        | 2000   | 0.967489           | 0.956376             | 1.734439           | 1.575673             |
| Daniels County         | 2000   | 1.079517           | 0.991348             | 1.730087           | 1.659597             |
| San Patricio County    | 2000   | 0.888412           | 0.833665             | 2.286219           | 1.752995             |
| Forest County          | 2000   | 0.900144           | 0.892608             | 2.059086           | 1.664580             |
| Bureau County          | 2000   | 1.395539           | 0.978270             | 1.865856           | 1.842335             |
| Skagit County          | 2000   | 1.246425           | 0.846407             | 1.917352           | 1.884582             |
| Van Wert County        | 2000   | 1.478140           | 0.932743             | 2.195745           | 1.699440             |
| Hall County            | 2000   | 0.990870           | 0.861743             | 2.035678           | 2.009039             |
| McDonald County        | 2000   | 1.325562           | 1.039826             | 1.916159           | 1.716295             |
| Aroostook County       | 2000   | 1.229706           | 0.801780             | 2.197313           | 1.895380             |
| Sargent County         | 2000   | 1.183958           | 0.930451             | 1.987235           | 1.849424             |
| Northumberland County  | 2000   | 0.923310           | 0.892528             | 1.841827           | 1.759050             |
| Riley County           | 2000   | 1.149589           | 0.794498             | 2.331324           | 1.730327             |
| Scurry County          | 2000   | 1.005867           | 0.999243             | 2.180739           | 1.921734             |
| Kingsbury County       | 2000   | 1.138436           | 0.947983             | 2.163307           | 1.833467             |
| Ashley County          | 2000   | 1.162291           | 0.808002             | 2.015755           | 1.813550             |
| Burlington County      | 2000   | 1.425123           | 1.106540             | 2.319651           | 1.718335             |
| Culpeper County        | 2000   | 1.312806           | 1.160492             | 1.896578           | 1.656791             |
| Roseau County          | 2000   | 0.872773           | 0.856258             | 2.169754           | 1.766344             |
| Grafton County         | 2000   | 1.613463           | 1.206496             | 1.826112           | 1.658312             |
| Seneca County          | 2000   | 1.604610           | 0.967188             | 1.635067           | 1.572289             |
| Oldham County          | 2000   | 1.303992           | 0.980485             | 1.809866           | 1.721444             |
| Orangeburg County      | 2000   | 1.101165           | 1.038466             | 1.705596           | 1.457445             |
| Andrew County          | 2000   | 0.717432           | 0.697035             | 3.301169           | 1.912561             |
| Blair County           | 2000   | 0.910486           | 0.853639             | 2.586682           | 2.285393             |
| Duval County           | 2000   | 1.241271           | 0.845390             | 2.317014           | 1.777109             |
| Throckmorton County    | 2000   | 0.956546           | 0.837221             | 2.897369           | 1.666888             |
| Broome County          | 2000   | 1.100739           | 0.870786             | 2.209687           | 1.875596             |
| Copiah County          | 2000   | 1.211099           | 0.928274             | 2.021442           | 1.729758             |
| Cottle County          | 2000   | 0.889716           | 0.855649             | 2.555840           | 2.017005             |
| Neshoba County         | 2000   | 0.966462           | 0.902804             | 2.346163           | 1.937681             |
| Dougherty County       | 2000   | 0.973744           | 0.973366             | 1.889290           | 1.887805             |
| Perquimans County      | 2000   | 0.927779           | 0.820893             | 1.961421           | 1.680388             |
| Arthur County          | 2000   | 1.067118           | 0.842935             | 2.046055           | 1.547152             |
| Mayes County           | 2000   | 1.387740           | 0.932905             | 1.733512           | 1.627952             |
| Wabasha County         | 2000   | 0.847697           | 0.794342             | 2.124522           | 1.961609             |
| Jo Daviess County      | 2000   | 1.088189           | 0.816219             | 1.814593           | 1.773511             |
| Iberville Parish       | 2000   | 1.582272           | 1.247994             | 1.805723           | 1.573591             |
| Uvalde County          | 2000   | 1.131505           | 0.978592             | 2.121492           | 1.898232             |
| Saluda County          | 2000   | 1.386884           | 1.049321             | 1.920787           | 1.770625             |
| Lipscomb County        | 2000   | 0.974287           | 0.760046             | 2.144636           | 1.896719             |
| Saguache County        | 2000   | 0.956956           | 0.824280             | 2.267254           | 1.724713             |
| Norman County          | 2000   | 1.196938           | 0.784161             | 2.177402           | 2.085338             |
| Price County           | 2000   | 0.716120           | 0.710165             | 2.344256           | 1.805044             |
| Nicholas County        | 2000   | 0.955056           | 0.935876             | 2.068592           | 1.984917             |
| Tunica County          | 2000   | 1.062339           | 0.964156             | 1.941793           | 1.902672             |
| Victoria County        | 2000   | 1.299212           | 0.929215             | 2.270304           | 1.632864             |
| Auglaize County        | 2000   | 1.065022           | 0.992087             | 1.894999           | 1.802991             |
| Gratiot County         | 2000   | 0.899895           | 0.897393             | 2.024191           | 1.755416             |
| Phillips County        | 2000   | 0.993854           | 0.984108             | 1.948298           | 1.857673             |
| Leflore County         | 2000   | 1.551899           | 1.144914             | 1.942964           | 1.796764             |
| Chariton County        | 2000   | 0.945660           | 0.757155             | 2.281359           | 1.781497             |
| Stutsman County        | 2000   | 1.375145           | 0.882401             | 2.204093           | 1.861394             |
| Coshocton County       | 2000   | 0.922360           | 0.740944             | 1.774584           | 1.706254             |
| Ocean County           | 2000   | 0.889581           | 0.835697             | 2.208136           | 1.876168             |
| Kewaunee County        | 2000   | 1.208552           | 0.924883             | 2.054258           | 1.667657             |
| Fresno County          | 2000   | 1.060443           | 0.816215             | 2.275639           | 1.956024             |
| Rio Blanco County      | 2000   | 1.113387           | 0.952033             | 1.965837           | 1.643874             |
| Decatur County         | 2000   | 0.895178           | 0.893273             | 2.011816           | 1.896633             |
| Fairfax County         | 2000   | 1.347851           | 1.142011             | 1.834899           | 1.719483             |
| Taos County            | 2000   | 1.206515           | 0.991550             | 1.911666           | 1.848245             |
| Gove County            | 2000   | 1.006189           | 0.968838             | 1.722961           | 1.632190             |
| Johnson County         | 2000   | 1.035317           | 0.902237             | 1.925920           | 1.861663             |
| Waukesha County        | 2000   | 1.198514           | 1.119768             | 1.632507           | 1.594050             |
| Queens County          | 2000   | 1.098283           | 0.711740             | 2.264664           | 2.229557             |
| Manatee County         | 2000   | 0.810595           | 0.783664             | 2.655798           | 1.841665             |
| East Feliciana Parish  | 2000   | 1.135401           | 1.073574             | 1.843999           | 1.585641             |
| Virginia Beach city    | 2000   | 1.081970           | 1.027972             | 1.854584           | 1.847031             |
| Marquette County       | 2000   | 1.003082           | 0.846201             | 2.087473           | 2.025846             |
| Lenoir County          | 2000   | 1.398680           | 0.833965             | 1.929894           | 1.595970             |
+------------------------+--------+--------------------+----------------------+--------------------+----------------------+
