+--------+----------+----------------------------------------------------+------------+
| d_year | brand_id | brand                                              | ext_price  |
| 1998   | 10008002 | namelessunivamalg #2                               | 604719.66  |
| 1998   | 8005003  | scholarnameless #3                                 | 599381.71  |
| 1998   | 8003009  | exportinameless #9                                 | 598497.36  |
| 1998   | 6008002  | namelesscorp #2                                    | 597684.14  |
| 1998   | 6003003  | exporticorp #3                                     | 585163.58  |
| 1998   | 9015009  | scholarunivamalg #9                                | 584639.12  |
| 1998   | 9014002  | edu packunivamalg #2                               | 582161.79  |
| 1998   | 9013009  | exportiunivamalg #9                                | 579154.74  |
| 1998   | 9015011  | scholarunivamalg #11                               | 577035.02  |
| 1998   | 9015003  | scholarunivamalg #3                                | 571386.77  |
| 1998   | 6007007  | brandcorp #7                                       | 569843.92  |
| 1998   | 7015009  | scholarnameless #9                                 | 560013.28  |
| 1998   | 9002011  | importomaxi #11                                    | 558980.21  |
| 1998   | 7013009  | exportinameless #9                                 | 549538.72  |
| 1998   | 8011007  | amalgmaxi #7                                       | 543926.64  |
| 1998   | 8008007  | namelessnameless #7                                | 541282.62  |
| 1998   | 7009003  | maxibrand #3                                       | 532767.77  |
| 1998   | 10012004 | importoamalgamalg #4                               | 526032.16  |
| 1998   | 7016001  | corpnameless #1                                    | 521632.10  |
| 1998   | 6011003  | amalgbrand #3                                      | 518069.16  |
| 1998   | 8009005  | maxinameless #5                                    | 504051.76  |
| 1998   | 9014011  | edu packunivamalg #11                              | 493381.61  |
| 1998   | 10007012 | brandunivamalg #12                                 | 374138.24  |
| 1998   | 7003002  | exportibrand #2                                    | 357243.60  |
| 1998   | 9016009  | corpunivamalg #9                                   | 345981.69  |
| 1998   | 6008007  | namelesscorp #7                                    | 345701.07  |
| 1998   | 6011007  | amalgbrand #7                                      | 344486.23  |
| 1998   | 7013007  | exportinameless #7                                 | 344090.32  |
| 1998   | 10014016 | edu packamalgamalg #16                             | 343851.86  |
| 1998   | 6015004  | scholarbrand #4                                    | 341742.56  |
| 1998   | 6007003  | brandcorp #3                                       | 341107.16  |
| 1998   | 10010013 | univamalgamalg #13                                 | 339356.72  |
| 1998   | 10012011 | importoamalgamalg #11                              | 338474.32  |
| 1998   | 8012005  | importomaxi #5                                     | 336274.91  |
| 1998   | 10009009 | maxiunivamalg #9                                   | 334707.67  |
| 1998   | 7013002  | exportinameless #2                                 | 334058.43  |
| 1998   | 8014005  | edu packmaxi #5                                    | 333781.70  |
| 1998   | 10004008 | edu packunivamalg #8                               | 331250.14  |
| 1998   | 7003001  | exportibrand #1                                    | 329417.07  |
| 1998   | 8012010  | importomaxi #10                                    | 328776.81  |
| 1998   | 7002008  | importobrand #8                                    | 327103.96  |
| 1998   | 7008005  | namelessbrand #5                                   | 326902.02  |
| 1998   | 10008015 | namelessunivamalg #15                              | 326695.49  |
| 1998   | 7010004  | univnameless #4                                    | 323789.95  |
| 1998   | 9012003  | importounivamalg #3                                | 323628.17  |
+--------+----------+----------------------------------------------------+------------+
