+--------------------------+--------+--------------------+----------------------+--------------------+----------------------+
| ca_county                | d_year | web_q1_q2_increase | store_q1_q2_increase | web_q2_q3_increase | store_q2_q3_increase |
| Reeves County            | 2000   | 2.211383           | 1.059723             | 1.613269           | 1.409167             |
| Giles County             | 2000   | 1.982388           | 0.796232             | 2.468883           | 1.900757             |
| Kenosha County           | 2000   | 1.519297           | 1.050121             | 2.460210           | 1.828783             |
| Maries County            | 2000   | 0.847423           | 0.578978             | 3.587524           | 3.488885             |
| Tyler County             | 2000   | 1.165698           | 1.090772             | 1.667633           | 1.284525             |
| Butte County             | 2000   | 0.997794           | 0.871192             | 2.633315           | 1.735743             |
| Hill County              | 2000   | 1.578242           | 0.863493             | 2.295787           | 1.825863             |
| Arkansas County          | 2000   | 1.001893           | 0.805432             | 2.258529           | 2.051861             |
| Ashland County           | 2000   | 0.836737           | 0.802212             | 2.128638           | 1.919507             |
| Bienville Parish         | 2000   | 0.741897           | 0.732443             | 2.596839           | 2.405489             |
| Comal County             | 2000   | 0.926749           | 0.899391             | 2.023284           | 1.952018             |
| Lander County            | 2000   | 1.002028           | 0.789208             | 1.983757           | 1.918548             |
| Uinta County             | 2000   | 1.119150           | 1.051885             | 2.054955           | 1.469883             |
| Alexandria city          | 2000   | 0.999936           | 0.784374             | 2.688517           | 2.403172             |
| Allendale County         | 2000   | 1.451741           | 0.968314             | 1.905903           | 1.890896             |
| Crook County             | 2000   | 1.085086           | 0.856818             | 2.542480           | 1.742034             |
| Bertie County            | 2000   | 1.090629           | 0.996074             | 2.725724           | 1.897340             |
| Horry County             | 2000   | 1.163668           | 0.935831             | 2.107241           | 1.130282             |
| Bullitt County           | 2000   | 1.151099           | 0.862603             | 1.797676           | 1.655290             |
| Cabell County            | 2000   | 1.237802           | 1.051629             | 2.097307           | 1.384338             |
| Navajo County            | 2000   | 0.804585           | 0.596972             | 1.967107           | 1.854867             |
| Red Willow County        | 2000   | 1.132483           | 1.079482             | 1.934259           | 1.807547             |
| Kingman County           | 2000   | 1.417679           | 1.141547             | 1.581917           | 1.414829             |
| Menominee County         | 2000   | 1.116204           | 0.861416             | 2.380713           | 1.759990             |
| Hale County              | 2000   | 1.089245           | 0.945008             | 1.648133           | 1.585395             |
| Lagrange County          | 2000   | 1.616263           | 1.175029             | 2.079540           | 1.274644             |
| Canadian County          | 2000   | 1.230650           | 0.768816             | 2.171774           | 1.928295             |
| Yankton County           | 2000   | 1.045884           | 0.635588             | 2.461889           | 2.279798             |
| Breckinridge County      | 2000   | 0.950678           | 0.833262             | 2.129914           | 1.668368             |
| Washington Parish        | 2000   | 1.250678           | 1.204728             | 1.501069           | 1.330761             |
| Ripley County            | 2000   | 1.565785           | 0.971218             | 2.236558           | 1.783986             |
| Richland County          | 2000   | 0.915519           | 0.856765             | 1.777436           | 1.667887             |
| Upton County             | 2000   | 0.892787           | 0.787039             | 2.151231           | 1.635196             |
| Gladwin County           | 2000   | 0.796992           | 0.790409             | 3.034997           | 2.638325             |
| Trempealeau County       | 2000   | 1.203539           | 1.112162             | 2.641856           | 1.644290             |
| Darlington County        | 2000   | 1.439607           | 0.832554             | 3.142633           | 1.839132             |
| Bowie County             | 2000   | 1.274964           | 0.880937             | 2.913646           | 1.800879             |
| Boyle County             | 2000   | 1.047077           | 0.977259             | 1.858522           | 1.788066             |
| Crawford County          | 2000   | 1.014552           | 1.003694             | 1.836914           | 1.748033             |
| Island County            | 2000   | 1.230759           | 0.882587             | 3.199367           | 1.905794             |
| Troup County             | 2000   | 1.065085           | 0.816014             | 2.132669           | 1.874689             |
| Garza County             | 2000   | 1.394401           | 1.061066             | 2.230326           | 1.522157             |
| Llano County             | 2000   | 2.191210           | 0.947848             | 2.559240           | 1.935475             |
| Cimarron County          | 2000   | 0.972983           | 0.908724             | 2.931593           | 1.428898             |
| Nowata County            | 2000   | 1.158000           | 0.948189             | 2.437679           | 1.452950             |
| Faulkner County          | 2000   | 1.350470           | 1.004311             | 1.678550           | 1.578165             |
| Hardeman County          | 2000   | 0.962206           | 0.944758             | 1.325308           | 1.277483             |
| Shelby County            | 2000   | 1.021774           | 0.959453             | 1.810337           | 1.808465             |
| McDowell County          | 2000   | 1.097261           | 0.965107             | 1.520041           | 1.512265             |
| Stonewall County         | 2000   | 1.380679           | 1.015093             | 2.301042           | 1.926959             |
| Gentry County            | 2000   | 1.544835           | 1.186690             | 1.391425           | 1.189811             |
| Emmet County             | 2000   | 1.354299           | 1.248248             | 1.604041           | 1.582337             |
| Belknap County           | 2000   | 0.728224           | 0.713195             | 2.405574           | 1.782486             |
| Waldo County             | 2000   | 1.651208           | 0.979258             | 1.933031           | 1.794690             |
| Osage County             | 2000   | 0.832279           | 0.738006             | 2.147021           | 1.974432             |
| Spotsylvania County      | 2000   | 1.100605           | 0.898266             | 2.066776           | 2.003429             |
| Ulster County            | 2000   | 0.846040           | 0.829749             | 2.605794           | 1.892934             |
| Pushmataha County        | 2000   | 1.244639           | 0.902648             | 2.576881           | 1.739940             |
| Itawamba County          | 2000   | 1.484649           | 1.108722             | 2.491334           | 1.689756             |
| Northampton County       | 2000   | 1.258355           | 0.829482             | 2.088623           | 2.052297             |
| Trigg County             | 2000   | 1.147242           | 0.995648             | 1.651266           | 1.624450             |
| Hawaii County            | 2000   | 2.222375           | 0.833466             | 1.956502           | 1.747094             |
| Winneshiek County        | 2000   | 1.605303           | 0.850434             | 2.406353           | 1.877824             |
| Dundy County             | 2000   | 0.941483           | 0.920921             | 2.029934           | 1.576657             |
| Tuscola County           | 2000   | 1.055923           | 0.816107             | 2.051000           | 1.844721             |
| Jackson County           | 2000   | 1.002839           | 0.944608             | 1.863149           | 1.718713             |
| Lycoming County          | 2000   | 1.018241           | 0.855430             | 2.802454           | 2.297208             |
| Crosby County            | 2000   | 1.574048           | 0.891555             | 2.434625           | 2.048660             |
| Nicholas County          | 2000   | 1.318343           | 0.844375             | 2.471588           | 1.926088             |
| Tunica County            | 2000   | 1.310958           | 1.180490             | 1.609444           | 1.445193             |
| Wilson County            | 2000   | 1.190292           | 1.146560             | 1.739309           | 1.705189             |
| Hardin County            | 2000   | 1.148262           | 0.955894             | 2.067265           | 1.926931             |
| Marinette County         | 2000   | 1.123968           | 0.988414             | 2.544079           | 1.627580             |
| Calumet County           | 2000   | 0.935410           | 0.770843             | 2.035287           | 2.005339             |
| Wasco County             | 2000   | 0.837380           | 0.720147             | 1.596939           | 1.586761             |
| Franklin County          | 2000   | 1.105612           | 1.040926             | 1.760465           | 1.739285             |
| San Benito County        | 2000   | 1.199543           | 1.047177             | 2.424637           | 1.528821             |
| Manassas Park city       | 2000   | 0.961487           | 0.834733             | 2.244655           | 1.405022             |
| Armstrong County         | 2000   | 1.451724           | 0.948579             | 1.982044           | 1.690434             |
| Whitman County           | 2000   | 0.930305           | 0.925622             | 1.576306           | 1.558977             |
| Camas County             | 2000   | 1.382333           | 1.216790             | 1.717567           | 1.225934             |
| Petersburg city          | 2000   | 0.869313           | 0.735664             | 2.436635           | 1.711386             |
| Perkins County           | 2000   | 0.948803           | 0.888751             | 1.972029           | 1.882088             |
| San Mateo County         | 2000   | 1.180453           | 0.948806             | 2.089653           | 2.049820             |
| Moniteau County          | 2000   | 2.127372           | 1.117195             | 2.100102           | 1.783981             |
| Sussex County            | 2000   | 1.180194           | 1.030408             | 1.823463           | 1.786636             |
| Costilla County          | 2000   | 1.655139           | 1.441494             | 2.237167           | 1.727117             |
| Watonwan County          | 2000   | 1.525286           | 0.840365             | 2.196574           | 1.839478             |
| McNairy County           | 2000   | 1.580966           | 1.123166             | 2.417474           | 1.733983             |
| Corson County            | 2000   | 1.415243           | 1.070470             | 2.516982           | 1.586479             |
| Loup County              | 2000   | 1.366306           | 0.908485             | 2.485096           | 1.801304             |
| Kerr County              | 2000   | 1.121964           | 1.067292             | 2.156446           | 1.578117             |
| Caldwell Parish          | 2000   | 1.041241           | 1.024383             | 2.415274           | 1.864372             |
| Bossier Parish           | 2000   | 1.227768           | 1.126458             | 2.940808           | 2.015693             |
| Shawnee County           | 2000   | 1.120410           | 1.012838             | 2.355608           | 1.563233             |
| Sibley County            | 2000   | 2.481431           | 0.653282             | 2.846803           | 1.908929             |
| Pacific County           | 2000   | 1.428034           | 0.634513             | 2.795838           | 2.084992             |
| Livingston Parish        | 2000   | 0.898627           | 0.878251             | 1.759147           | 1.538800             |
| Rogers County            | 2000   | 0.957040           | 0.880141             | 2.604785           | 2.060150             |
| Glacier County           | 2000   | 1.388812           | 1.250231             | 1.829355           | 1.328180             |
| Centre County            | 2000   | 1.985728           | 0.980807             | 1.769941           | 1.621185             |
| Barry County             | 2000   | 1.076886           | 0.856058             | 1.925797           | 1.612164             |
| Baca County              | 2000   | 0.840049           | 0.645682             | 2.549040           | 2.097690             |
| Montcalm County          | 2000   | 0.772651           | 0.723732             | 3.010424           | 1.871190             |
| Charlottesville city     | 2000   | 1.001883           | 0.894751             | 2.302912           | 1.414371             |
| Roberts County           | 2000   | 1.573388           | 0.739443             | 1.976656           | 1.891992             |
| Parmer County            | 2000   | 1.420855           | 1.096430             | 2.402892           | 1.637178             |
| Hidalgo County           | 2000   | 0.974654           | 0.831546             | 1.931744           | 1.839936             |
| Fluvanna County          | 2000   | 0.770121           | 0.730637             | 3.009044           | 1.661867             |
| Gilpin County            | 2000   | 1.324751           | 0.930460             | 1.964626           | 1.712089             |
| Pecos County             | 2000   | 1.419444           | 1.086972             | 1.689894           | 1.600930             |
| Los Angeles County       | 2000   | 1.140953           | 0.986901             | 1.893801           | 1.680520             |
| Fisher County            | 2000   | 1.082202           | 0.932410             | 1.952435           | 1.821429             |
| Stevens County           | 2000   | 1.096496           | 0.949813             | 2.102540           | 1.944462             |
| East Baton Rouge Parish  | 2000   | 1.732048           | 1.327475             | 1.825223           | 1.298687             |
| Copiah County            | 2000   | 1.012432           | 0.879236             | 2.597856           | 1.884047             |
| Coryell County           | 2000   | 0.683428           | 0.600477             | 2.686586           | 2.289896             |
| Dougherty County         | 2000   | 1.152532           | 0.962207             | 1.844220           | 1.809644             |
| Vilas County             | 2000   | 0.662361           | 0.572334             | 3.542307           | 2.543556             |
| Traill County            | 2000   | 1.528013           | 1.133618             | 1.709222           | 1.654746             |
| Anson County             | 2000   | 0.829898           | 0.668851             | 1.884716           | 1.745447             |
| Alcona County            | 2000   | 0.886137           | 0.770867             | 3.515471           | 1.655531             |
| Ida County               | 2000   | 1.101746           | 0.928610             | 2.859721           | 2.064896             |
| Broward County           | 2000   | 1.066831           | 0.811066             | 3.957247           | 1.670417             |
| Nassau County            | 2000   | 0.879274           | 0.731371             | 2.977552           | 2.159031             |
| Ventura County           | 2000   | 1.413133           | 1.005329             | 1.822863           | 1.797607             |
| Merced County            | 2000   | 1.335403           | 1.088808             | 2.149667           | 1.939743             |
| Sanders County           | 2000   | 1.019425           | 0.979075             | 1.798564           | 1.767747             |
| New Castle County        | 2000   | 0.792200           | 0.665791             | 3.167914           | 2.235769             |
| Chickasaw County         | 2000   | 1.038576           | 0.923834             | 2.335296           | 1.857095             |
| Thomas County            | 2000   | 1.142013           | 1.046851             | 1.853271           | 1.739147             |
| Mecklenburg County       | 2000   | 1.355147           | 1.287748             | 2.531618           | 1.603228             |
| Alamosa County           | 2000   | 0.940246           | 0.916321             | 2.442669           | 2.287987             |
| Dawson County            | 2000   | 0.869298           | 0.817087             | 2.389842           | 1.977767             |
| Otsego County            | 2000   | 1.435604           | 0.815227             | 1.779895           | 1.776907             |
| Webster County           | 2000   | 1.004695           | 0.952096             | 1.881881           | 1.605359             |
| Catahoula Parish         | 2000   | 1.239719           | 0.906247             | 2.898394           | 1.535855             |
| Juneau Borough           | 2000   | 1.208309           | 0.868760             | 3.676038           | 1.685131             |
| Citrus County            | 2000   | 0.730157           | 0.718881             | 3.933774           | 1.872409             |
| Garfield County          | 2000   | 0.938687           | 0.883245             | 2.388743           | 1.803828             |
| Sanborn County           | 2000   | 1.169105           | 0.835377             | 2.508879           | 1.702123             |
| Karnes County            | 2000   | 0.940876           | 0.616359             | 2.565897           | 2.478074             |
| Wetzel County            | 2000   | 1.285906           | 0.865494             | 5.620546           | 1.791374             |
| Tarrant County           | 2000   | 1.148396           | 1.106626             | 2.008240           | 1.749442             |
| Hillsborough County      | 2000   | 1.008000           | 0.949665             | 2.079002           | 1.822406             |
| Smith County             | 2000   | 1.267191           | 0.944145             | 1.767433           | 1.726388             |
| Buckingham County        | 2000   | 1.326345           | 0.774520             | 2.923389           | 1.860984             |
| Beauregard Parish        | 2000   | 0.603612           | 0.601986             | 2.635057           | 2.339834             |
| Bonneville County        | 2000   | 1.417914           | 0.970494             | 2.420349           | 1.476625             |
| Fairfax County           | 2000   | 0.857526           | 0.831837             | 2.620710           | 1.649174             |
| Tazewell County          | 2000   | 1.139556           | 0.820347             | 2.030972           | 1.628923             |
| Fallon County            | 2000   | 1.073330           | 0.790929             | 2.137714           | 2.090858             |
| Goliad County            | 2000   | 2.282790           | 1.084712             | 1.743730           | 1.481258             |
| Buena Vista city         | 2000   | 1.317903           | 1.146884             | 1.851466           | 1.442138             |
| Sutter County            | 2000   | 1.158426           | 0.973402             | 1.879057           | 1.618204             |
| Brunswick County         | 2000   | 1.249831           | 0.968475             | 1.766603           | 1.735992             |
| New London County        | 2000   | 4.033599           | 0.922211             | 1.977087           | 1.846588             |
| Rockland County          | 2000   | 1.399353           | 0.781121             | 2.551855           | 1.724137             |
| Chaves County            | 2000   | 1.516540           | 0.986251             | 1.600365           | 1.534606             |
| Tillamook County         | 2000   | 1.215155           | 0.898748             | 1.564189           | 1.467728             |
| Slope County             | 2000   | 1.227671           | 0.866324             | 1.878341           | 1.659136             |
| Effingham County         | 2000   | 1.109455           | 0.890175             | 1.993781           | 1.760138             |
| Chase County             | 2000   | 1.102820           | 0.876197             | 2.284068           | 1.755724             |
| Maricopa County          | 2000   | 1.264000           | 0.852273             | 1.887885           | 1.809499             |
| Buncombe County          | 2000   | 0.855971           | 0.653783             | 2.232442           | 2.135629             |
| Leavenworth County       | 2000   | 1.395848           | 0.938966             | 1.890837           | 1.884443             |
| Pope County              | 2000   | 1.223681           | 1.051586             | 2.098022           | 1.870514             |
| Chesterfield County      | 2000   | 1.283498           | 0.914066             | 2.103662           | 1.691762             |
| East Carroll Parish      | 2000   | 1.110234           | 0.977930             | 2.226271           | 1.890219             |
| Outagamie County         | 2000   | 0.965752           | 0.866359             | 2.615802           | 1.998806             |
| Granville County         | 2000   | 1.466084           | 1.241129             | 2.037803           | 1.768985             |
| Halifax County           | 2000   | 0.905727           | 0.881635             | 2.686906           | 1.870459             |
| Elbert County            | 2000   | 1.660227           | 0.985672             | 1.859310           | 1.773677             |
| Kenedy County            | 2000   | 1.144217           | 1.101814             | 1.894929           | 1.883666             |
| Suffolk County           | 2000   | 1.208762           | 0.799318             | 2.117190           | 2.099417             |
| Fauquier County          | 2000   | 1.715645           | 0.657646             | 2.393162           | 2.140143             |
| Yellowstone County       | 2000   | 0.879824           | 0.657227             | 4.558637           | 2.431918             |
| Pettis County            | 2000   | 2.641771           | 1.053575             | 2.252234           | 1.597414             |
| Aurora County            | 2000   | 1.546601           | 1.014110             | 1.755334           | 1.558193             |
| Clarke County            | 2000   | 0.955112           | 0.912695             | 2.494190           | 1.844950             |
| Ascension Parish         | 2000   | 1.210158           | 0.975245             | 2.371009           | 2.052828             |
| Seneca County            | 2000   | 0.787310           | 0.748224             | 3.074496           | 2.486423             |
| Baldwin County           | 2000   | 1.592259           | 1.433722             | 1.852315           | 1.527846             |
| Berks County             | 2000   | 1.114329           | 1.082123             | 1.645658           | 1.633398             |
| Childress County         | 2000   | 1.052699           | 0.784545             | 3.247199           | 2.169372             |
| Carbon County            | 2000   | 1.360782           | 0.975828             | 1.966267           | 1.819709             |
| Noble County             | 2000   | 0.928133           | 0.927516             | 1.722532           | 1.712318             |
| Appomattox County        | 2000   | 1.652646           | 1.409457             | 2.117424           | 1.378288             |
| Henrico County           | 2000   | 1.108356           | 1.047162             | 1.891697           | 1.643120             |
| Green County             | 2000   | 1.028867           | 0.701635             | 2.515392           | 1.767644             |
| Gulf County              | 2000   | 1.107844           | 0.770305             | 2.029095           | 1.569120             |
| Onslow County            | 2000   | 2.026312           | 0.559662             | 2.624745           | 2.439940             |
| Rolette County           | 2000   | 1.251408           | 0.891621             | 2.019770           | 1.684416             |
| Allen County             | 2000   | 0.860893           | 0.842296             | 2.354708           | 2.124563             |
| Perry County             | 2000   | 0.962596           | 0.913018             | 2.045823           | 1.935813             |
| Washita County           | 2000   | 1.146169           | 0.759640             | 2.654306           | 1.745376             |
| Elko County              | 2000   | 0.988591           | 0.822636             | 2.052678           | 1.714862             |
| Ware County              | 2000   | 3.387870           | 0.853507             | 2.319701           | 2.008254             |
| Monona County            | 2000   | 0.968175           | 0.950983             | 2.201244           | 1.707348             |
| Erath County             | 2000   | 2.220825           | 0.749027             | 1.952858           | 1.829650             |
| Highland County          | 2000   | 0.943450           | 0.881088             | 2.350693           | 1.846382             |
| Brevard County           | 2000   | 0.969599           | 0.853554             | 3.059186           | 1.933250             |
| Hendry County            | 2000   | 1.115355           | 0.859797             | 2.127224           | 1.700618             |
| Geauga County            | 2000   | 1.056381           | 0.685648             | 2.252472           | 2.117539             |
| Edgefield County         | 2000   | 0.847449           | 0.837601             | 2.595411           | 2.138815             |
| Okeechobee County        | 2000   | 1.198125           | 1.088676             | 2.603968           | 2.064296             |
| Iroquois County          | 2000   | 1.153307           | 0.786154             | 2.811783           | 1.863390             |
| Dearborn County          | 2000   | 1.149671           | 1.010429             | 1.759167           | 1.697382             |
| Audrain County           | 2000   | 1.689904           | 1.294315             | 1.968302           | 1.798899             |
| McClain County           | 2000   | 1.385581           | 1.113192             | 2.739421           | 1.564109             |
| Cape Girardeau County    | 2000   | 0.741660           | 0.544139             | 2.989877           | 2.851481             |
| Kalamazoo County         | 2000   | 1.278448           | 1.268553             | 2.437400           | 1.257418             |
| Fremont County           | 2000   | 1.057246           | 0.934356             | 1.881864           | 1.842775             |
| Briscoe County           | 2000   | 1.147615           | 1.106565             | 2.417065           | 1.608433             |
| Union County             | 2000   | 0.953625           | 0.887896             | 2.000841           | 1.896668             |
| Santa Cruz County        | 2000   | 0.903967           | 0.874335             | 2.142231           | 1.553050             |
| Comanche County          | 2000   | 1.116926           | 0.985329             | 1.764771           | 1.576752             |
| Montmorency County       | 2000   | 1.200664           | 1.089009             | 1.736484           | 1.641230             |
| Mower County             | 2000   | 1.164326           | 1.104454             | 1.670994           | 1.347679             |
| Fairfax city             | 2000   | 1.133565           | 0.857863             | 1.620333           | 1.595276             |
| Covington city           | 2000   | 1.831189           | 0.698089             | 2.333454           | 2.237484             |
| Sunflower County         | 2000   | 0.989122           | 0.943772             | 1.750505           | 1.525149             |
| Luzerne County           | 2000   | 1.019187           | 0.715605             | 3.717432           | 2.464415             |
| Grand Isle County        | 2000   | 0.769838           | 0.759787             | 2.962906           | 2.331260             |
| Spokane County           | 2000   | 0.766250           | 0.706707             | 2.843356           | 2.571798             |
| Presque Isle County      | 2000   | 0.857345           | 0.844728             | 3.591392           | 1.385638             |
| Lake of the Woods County | 2000   | 0.791906           | 0.756121             | 2.016717           | 1.970325             |
| Claiborne County         | 2000   | 1.167616           | 0.855473             | 2.368799           | 1.870383             |
| Floyd County             | 2000   | 1.131458           | 0.984499             | 1.857482           | 1.658732             |
| Medina County            | 2000   | 1.140442           | 0.907432             | 1.906421           | 1.785069             |
| Ochiltree County         | 2000   | 0.983446           | 0.710021             | 2.857250           | 1.920284             |
| White Pine County        | 2000   | 1.105955           | 0.918325             | 2.027068           | 1.799501             |
| Poweshiek County         | 2000   | 0.926541           | 0.616505             | 2.209188           | 1.980450             |
+--------------------------+--------+--------------------+----------------------+--------------------+----------------------+
