+----------------+-----------+-------+---------------+---------------+----------------+-----------+-------+---------------+---------------+
| w_warehouse_sk | i_item_sk | d_moy | mean          | cov           | w_warehouse_sk | i_item_sk | d_moy | mean          | cov           |
| 1              | 28216     | 4     | 287.2         | 1.09907520759 | 1              | 28216     | 5     | 345.0         | 1.04457671652 |
| 1              | 28372     | 4     | 321.4         | 1.21328681226 | 1              | 28372     | 5     | 443.666666667 | 1.08100624164 |
| 1              | 29392     | 4     | 308.6         | 1.20365819758 | 1              | 29392     | 5     | 384.5         | 1.15138414034 |
| 1              | 29797     | 4     | 295.0         | 1.20985373082 | 1              | 29797     | 5     | 408.75        | 1.07722032673 |
| 1              | 30529     | 4     | 285.6         | 1.24946192391 | 1              | 30529     | 5     | 167.0         | 1.28775932162 |
| 1              | 30584     | 4     | 219.8         | 1.20284583246 | 1              | 30584     | 5     | 422.0         | 1.03850784122 |
| 1              | 31102     | 4     | 318.0         | 1.15831175196 | 1              | 31102     | 5     | 380.333333333 | 1.14788551994 |
| 1              | 31238     | 4     | 241.0         | 1.28878982274 | 1              | 31238     | 5     | 348.0         | 1.04158111685 |
| 1              | 31694     | 4     | 329.8         | 1.1516176526  | 1              | 31694     | 5     | 287.0         | 1.41386727353 |
| 1              | 32684     | 4     | 369.4         | 1.05492518535 | 1              | 32684     | 5     | 374.5         | 1.02225295702 |
| 1              | 32792     | 4     | 335.6         | 1.09759481525 | 1              | 32792     | 5     | 344.5         | 1.18256530894 |
| 1              | 32900     | 4     | 306.4         | 1.03465861631 | 1              | 32900     | 5     | 279.75        | 1.11452268664 |
| 1              | 33436     | 4     | 451.5         | 1.0354676327  | 1              | 33436     | 5     | 306.0         | 1.22524761579 |
| 1              | 33601     | 4     | 216.4         | 1.07580007263 | 1              | 33601     | 5     | 393.5         | 1.07432120012 |
| 1              | 34496     | 4     | 425.0         | 1.02142447517 | 1              | 34496     | 5     | 243.25        | 1.03830889018 |
| 1              | 34684     | 4     | 381.8         | 1.07210309864 | 1              | 34684     | 5     | 287.0         | 1.18084029803 |
| 1              | 35398     | 4     | 184.2         | 1.26971665449 | 1              | 35398     | 5     | 363.0         | 1.3799535752  |
| 1              | 35815     | 4     | 299.8         | 1.13488229159 | 1              | 35815     | 5     | 266.5         | 1.34233474285 |
| 1              | 35824     | 4     | 242.75        | 1.29714243811 | 1              | 35824     | 5     | 330.0         | 1.05612907912 |
| 1              | 36625     | 4     | 280.6         | 1.14565405353 | 1              | 36625     | 5     | 352.0         | 1.41260044531 |
| 1              | 37459     | 4     | 418.0         | 1.00435027064 | 1              | 37459     | 5     | 297.25        | 1.23954201561 |
| 1              | 37568     | 4     | 204.2         | 1.39277235012 | 1              | 37568     | 5     | 368.75        | 1.03873581634 |
| 1              | 37570     | 4     | 369.25        | 1.13805181811 | 1              | 37570     | 5     | 297.25        | 1.02198259346 |
| 1              | 38198     | 4     | 283.666666667 | 1.05929551312 | 1              | 38198     | 5     | 131.5         | 1.0843459399  |
| 1              | 38605     | 4     | 320.75        | 1.03382864473 | 1              | 38605     | 5     | 356.25        | 1.22689975973 |
| 1              | 38833     | 4     | 210.333333333 | 1.24246519129 | 1              | 38833     | 5     | 220.25        | 1.60145408469 |
| 1              | 40550     | 4     | 309.6         | 1.10854858945 | 1              | 40550     | 5     | 331.5         | 1.1306772613  |
| 1              | 41840     | 4     | 225.2         | 1.06520765542 | 1              | 41840     | 5     | 422.0         | 1.15300371995 |
| 1              | 42122     | 4     | 372.75        | 1.11914296617 | 1              | 42122     | 5     | 312.25        | 1.00866427582 |
| 1              | 43664     | 4     | 372.8         | 1.13096217444 | 1              | 43664     | 5     | 383.333333333 | 1.25621720396 |
| 1              | 44254     | 4     | 367.75        | 1.21794244176 | 1              | 44254     | 5     | 343.5         | 1.01211979956 |
| 1              | 45415     | 4     | 240.25        | 1.10240429544 | 1              | 45415     | 5     | 374.25        | 1.03145928971 |
| 1              | 45547     | 4     | 373.4         | 1.02022275837 | 1              | 45547     | 5     | 230.75        | 1.07139804922 |
| 1              | 45820     | 4     | 392.6         | 1.04946454681 | 1              | 45820     | 5     | 157.5         | 1.02811081201 |
| 1              | 45874     | 4     | 402.6         | 1.0184707895  | 1              | 45874     | 5     | 233.0         | 1.20784763482 |
| 1              | 46363     | 4     | 279.4         | 1.31055751385 | 1              | 46363     | 5     | 313.666666667 | 1.07077062359 |
| 1              | 47282     | 4     | 367.2         | 1.06929849078 | 1              | 47282     | 5     | 418.25        | 1.0659946772  |
| 1              | 47762     | 4     | 326.2         | 1.00869643182 | 1              | 47762     | 5     | 327.25        | 1.31834895909 |
| 1              | 48160     | 4     | 277.2         | 1.2899496691  | 1              | 48160     | 5     | 246.5         | 1.53207452081 |
| 1              | 48331     | 4     | 256.2         | 1.27284563309 | 1              | 48331     | 5     | 349.666666667 | 1.06181700632 |
| 1              | 49081     | 4     | 318.4         | 1.25955055173 | 1              | 49081     | 5     | 305.25        | 1.24534202717 |
| 1              | 50474     | 4     | 300.2         | 1.12624714747 | 1              | 50474     | 5     | 305.5         | 1.27747532192 |
| 1              | 50638     | 4     | 322.0         | 1.04854949311 | 1              | 50638     | 5     | 386.666666667 | 1.04316293646 |
| 1              | 51022     | 4     | 304.6         | 1.26516429384 | 1              | 51022     | 5     | 449.75        | 1.02038268609 |
| 1              | 51469     | 4     | 327.2         | 1.2243060377  | 1              | 51469     | 5     | 208.5         | 1.40997677727 |
| 1              | 52220     | 4     | 226.5         | 1.11711994027 | 1              | 52220     | 5     | 439.0         | 1.03675598439 |
| 1              | 52646     | 4     | 271.2         | 1.36919964929 | 1              | 52646     | 5     | 355.75        | 1.00471473037 |
| 1              | 53323     | 4     | 334.8         | 1.00239767428 | 1              | 53323     | 5     | 198.25        | 1.020091589   |
| 1              | 53408     | 4     | 344.0         | 1.05047296129 | 1              | 53408     | 5     | 354.25        | 1.02049961014 |
| 1              | 54049     | 4     | 242.8         | 1.17995082054 | 1              | 54049     | 5     | 369.75        | 1.08153788503 |
| 1              | 55120     | 4     | 224.2         | 1.27624079292 | 1              | 55120     | 5     | 399.5         | 1.03261778956 |
| 1              | 55316     | 4     | 283.2         | 1.00619609197 | 1              | 55316     | 5     | 378.0         | 1.0547562979  |
| 1              | 55496     | 4     | 278.0         | 1.17740247589 | 1              | 55496     | 5     | 344.75        | 1.14675576063 |
| 1              | 56170     | 4     | 80.5          | 1.19841980239 | 1              | 56170     | 5     | 225.5         | 1.52434038755 |
| 1              | 56666     | 4     | 375.8         | 1.07224091437 | 1              | 56666     | 5     | 366.5         | 1.02828021066 |
| 1              | 56956     | 4     | 218.6         | 1.09471080436 | 1              | 56956     | 5     | 271.0         | 1.38369495524 |
| 1              | 57061     | 4     | 396.0         | 1.10327384045 | 1              | 57061     | 5     | 364.75        | 1.09592477147 |
| 1              | 57064     | 4     | 256.0         | 1.47026081704 | 1              | 57064     | 5     | 466.25        | 1.0228447613  |
| 1              | 57112     | 4     | 390.4         | 1.03650316891 | 1              | 57112     | 5     | 242.25        | 1.16584864472 |
| 1              | 57530     | 4     | 339.75        | 1.2667161175  | 1              | 57530     | 5     | 335.0         | 1.14760882478 |
| 1              | 58309     | 4     | 258.6         | 1.27314158921 | 1              | 58309     | 5     | 289.75        | 1.05703872856 |
| 1              | 58346     | 4     | 374.4         | 1.00736695946 | 1              | 58346     | 5     | 385.75        | 1.11524878163 |
| 1              | 60130     | 4     | 408.4         | 1.01189557239 | 1              | 60130     | 5     | 247.0         | 1.3079930966  |
| 1              | 60316     | 4     | 401.25        | 1.0001118586  | 1              | 60316     | 5     | 380.0         | 1.3190302196  |
| 1              | 60598     | 4     | 341.6         | 1.00913952564 | 1              | 60598     | 5     | 195.666666667 | 1.43182016214 |
| 1              | 60871     | 4     | 223.6         | 1.12009029985 | 1              | 60871     | 5     | 292.5         | 1.01447482911 |
| 1              | 60988     | 4     | 309.0         | 1.30243119509 | 1              | 60988     | 5     | 165.25        | 1.11270090464 |
| 1              | 61501     | 4     | 330.25        | 1.11292241609 | 1              | 61501     | 5     | 376.5         | 1.13394559728 |
| 1              | 61738     | 4     | 433.4         | 1.0080616591  | 1              | 61738     | 5     | 252.5         | 1.26081039236 |
| 1              | 62731     | 4     | 305.4         | 1.31426165673 | 1              | 62731     | 5     | 389.5         | 1.1674041925  |
| 1              | 64850     | 4     | 393.6         | 1.0329214125  | 1              | 64850     | 5     | 122.5         | 1.42441377494 |
| 1              | 65869     | 4     | 256.0         | 1.11140878716 | 1              | 65869     | 5     | 337.0         | 1.32220182906 |
| 1              | 66092     | 4     | 302.0         | 1.05866318038 | 1              | 66092     | 5     | 324.25        | 1.12519256127 |
| 1              | 66200     | 4     | 285.5         | 1.289520237   | 1              | 66200     | 5     | 367.666666667 | 1.48090128063 |
| 1              | 66814     | 4     | 314.0         | 1.02700217027 | 1              | 66814     | 5     | 144.666666667 | 1.01780481898 |
| 1              | 66842     | 4     | 335.25        | 1.08320639378 | 1              | 66842     | 5     | 228.5         | 1.31743688426 |
| 1              | 66998     | 4     | 353.0         | 1.00270748191 | 1              | 66998     | 5     | 399.5         | 1.00898660093 |
| 1              | 67048     | 4     | 313.2         | 1.14861437267 | 1              | 67048     | 5     | 369.0         | 1.05447104557 |
| 1              | 67141     | 4     | 328.8         | 1.02933251267 | 1              | 67141     | 5     | 276.0         | 1.02131933679 |
| 1              | 67789     | 4     | 373.333333333 | 1.38674569265 | 1              | 67789     | 5     | 336.75        | 1.18858024727 |
| 1              | 69718     | 4     | 206.4         | 1.25557710377 | 1              | 69718     | 5     | 271.75        | 1.3560191016  |
| 1              | 71356     | 4     | 440.666666667 | 1.04457402621 | 1              | 71356     | 5     | 280.0         | 1.02628093182 |
| 1              | 72439     | 4     | 404.75        | 1.06059840048 | 1              | 72439     | 5     | 295.75        | 1.0125780166  |
| 1              | 72445     | 4     | 332.8         | 1.03177719499 | 1              | 72445     | 5     | 333.0         | 1.02831698138 |
| 1              | 74344     | 4     | 238.6         | 1.02584160283 | 1              | 74344     | 5     | 363.25        | 1.08735629069 |
| 1              | 74746     | 4     | 343.2         | 1.06639455646 | 1              | 74746     | 5     | 235.75        | 1.43683684508 |
| 1              | 74881     | 4     | 323.2         | 1.07859683072 | 1              | 74881     | 5     | 240.5         | 1.08233042582 |
| 1              | 75865     | 4     | 198.75        | 1.27358475037 | 1              | 75865     | 5     | 302.25        | 1.02108569754 |
| 1              | 76240     | 4     | 433.333333333 | 1.09509746668 | 1              | 76240     | 5     | 316.75        | 1.22560072217 |
| 1              | 76567     | 4     | 440.0         | 1.04165688701 | 1              | 76567     | 5     | 284.5         | 1.30567388366 |
| 1              | 76831     | 4     | 312.8         | 1.22023633795 | 1              | 76831     | 5     | 409.0         | 1.00566600414 |
| 1              | 77296     | 4     | 209.2         | 1.36570144693 | 1              | 77296     | 5     | 353.25        | 1.04766005223 |
| 1              | 77671     | 4     | 262.0         | 1.22550886458 | 1              | 77671     | 5     | 357.5         | 1.13270366313 |
| 1              | 77860     | 4     | 384.25        | 1.08577353561 | 1              | 77860     | 5     | 425.666666667 | 1.19640656181 |
| 1              | 78388     | 4     | 297.5         | 1.23438255968 | 1              | 78388     | 5     | 313.666666667 | 1.26588894186 |
| 1              | 78577     | 4     | 231.8         | 1.06364816772 | 1              | 78577     | 5     | 303.75        | 1.16121897005 |
| 1              | 81109     | 4     | 269.8         | 1.03931175812 | 1              | 81109     | 5     | 297.0         | 1.25648638092 |
| 1              | 82178     | 4     | 176.5         | 1.34076659604 | 1              | 82178     | 5     | 409.75        | 1.03261537351 |
| 1              | 83134     | 4     | 383.75        | 1.08724443635 | 1              | 83134     | 5     | 337.0         | 1.18486093243 |
| 1              | 84200     | 4     | 332.2         | 1.03176736348 | 1              | 84200     | 5     | 301.0         | 1.22488229674 |
| 1              | 84902     | 4     | 358.0         | 1.03658197954 | 1              | 84902     | 5     | 308.25        | 1.07948916684 |
| 1              | 85412     | 4     | 334.5         | 1.28192803723 | 1              | 85412     | 5     | 408.5         | 1.00491211161 |
| 1              | 86120     | 4     | 392.5         | 1.02379495594 | 1              | 86120     | 5     | 367.5         | 1.12375901014 |
| 1              | 86596     | 4     | 251.8         | 1.0973354491  | 1              | 86596     | 5     | 455.5         | 1.00835803911 |
| 1              | 87170     | 4     | 325.0         | 1.13774405666 | 1              | 87170     | 5     | 295.5         | 1.06812559662 |
| 1              | 87613     | 4     | 288.0         | 1.26636979241 | 1              | 87613     | 5     | 272.0         | 1.22997036458 |
| 1              | 88105     | 4     | 234.8         | 1.05376545905 | 1              | 88105     | 5     | 199.333333333 | 1.04561461267 |
| 1              | 88316     | 4     | 336.6         | 1.20773997613 | 1              | 88316     | 5     | 203.0         | 1.00613276344 |
| 1              | 88504     | 4     | 567.0         | 1.04008299032 | 1              | 88504     | 5     | 374.0         | 1.03397488538 |
| 1              | 88519     | 4     | 348.8         | 1.18198463974 | 1              | 88519     | 5     | 434.75        | 1.00574697904 |
| 1              | 89636     | 4     | 319.2         | 1.2458245537  | 1              | 89636     | 5     | 357.666666667 | 1.35773182789 |
| 1              | 89761     | 4     | 241.5         | 1.01062628504 | 1              | 89761     | 5     | 404.333333333 | 1.14923603793 |
| 1              | 90412     | 4     | 349.0         | 1.11457819201 | 1              | 90412     | 5     | 394.0         | 1.26591748925 |
| 1              | 90739     | 4     | 300.0         | 1.30368920973 | 1              | 90739     | 5     | 347.25        | 1.21899976703 |
| 1              | 90796     | 4     | 382.0         | 1.37624650383 | 1              | 90796     | 5     | 359.666666667 | 1.41788238595 |
| 1              | 91156     | 4     | 233.0         | 1.14307673566 | 1              | 91156     | 5     | 437.25        | 1.04329846826 |
| 1              | 92758     | 4     | 313.6         | 1.00843632775 | 1              | 92758     | 5     | 356.0         | 1.13160302077 |
| 1              | 92816     | 4     | 260.4         | 1.2224884256  | 1              | 92816     | 5     | 426.5         | 1.0021456009  |
| 1              | 93908     | 4     | 288.4         | 1.08137115044 | 1              | 93908     | 5     | 309.25        | 1.05415792544 |
| 1              | 93925     | 4     | 210.8         | 1.3847824683  | 1              | 93925     | 5     | 366.333333333 | 1.10064402882 |
| 1              | 94850     | 4     | 242.2         | 1.37429654385 | 1              | 94850     | 5     | 372.75        | 1.17008132839 |
| 1              | 97582     | 4     | 364.75        | 1.16925761029 | 1              | 97582     | 5     | 224.25        | 1.01253726702 |
| 1              | 100591    | 4     | 377.0         | 1.11784544308 | 1              | 100591    | 5     | 125.5         | 1.43639357755 |
| 1              | 100592    | 4     | 336.0         | 1.02060336852 | 1              | 100592    | 5     | 369.25        | 1.04690782307 |
| 1              | 101947    | 4     | 216.0         | 1.02163524255 | 1              | 101947    | 5     | 329.25        | 1.09110921592 |
| 1              | 101962    | 4     | 336.2         | 1.07235451681 | 1              | 101962    | 5     | 296.0         | 1.53228982288 |
| 2              | 158       | 4     | 394.0         | 1.13126670542 | 2              | 158       | 5     | 235.0         | 1.23322545705 |
| 2              | 214       | 4     | 215.2         | 1.15291934251 | 2              | 214       | 5     | 208.0         | 1.79395437863 |
| 2              | 958       | 4     | 223.0         | 1.00168438515 | 2              | 958       | 5     | 218.5         | 1.14432645692 |
| 2              | 2617      | 4     | 278.25        | 1.6846221423  | 2              | 2617      | 5     | 385.25        | 1.05083777952 |
| 2              | 2854      | 4     | 376.6         | 1.20359234166 | 2              | 2854      | 5     | 237.5         | 1.0099267227  |
| 2              | 4196      | 4     | 348.5         | 1.1125500685  | 2              | 4196      | 5     | 437.5         | 1.02488652101 |
| 2              | 4204      | 4     | 366.4         | 1.00225014881 | 2              | 4204      | 5     | 306.0         | 1.02783882317 |
| 2              | 4390      | 4     | 416.75        | 1.03340763726 | 2              | 4390      | 5     | 355.5         | 1.15612726894 |
| 2              | 4441      | 4     | 296.4         | 1.04540932159 | 2              | 4441      | 5     | 340.0         | 1.03507684886 |
| 2              | 5356      | 4     | 270.6         | 1.19667067736 | 2              | 5356      | 5     | 277.0         | 1.35805345701 |
| 2              | 5683      | 4     | 368.2         | 1.03224325603 | 2              | 5683      | 5     | 267.75        | 1.04490817882 |
| 2              | 6415      | 4     | 348.2         | 1.02982480442 | 2              | 6415      | 5     | 317.0         | 1.29390233168 |
| 2              | 7556      | 4     | 422.666666667 | 1.07824502119 | 2              | 7556      | 5     | 414.5         | 1.00280754226 |
| 2              | 7844      | 4     | 303.0         | 1.04290167941 | 2              | 7844      | 5     | 370.0         | 1.10391758725 |
| 2              | 11023     | 4     | 284.25        | 1.27466457436 | 2              | 11023     | 5     | 362.666666667 | 1.10968069586 |
| 2              | 11230     | 4     | 308.2         | 1.06022362679 | 2              | 11230     | 5     | 280.5         | 1.08702059224 |
| 2              | 12394     | 4     | 159.8         | 1.28523543342 | 2              | 12394     | 5     | 334.333333333 | 1.12601074052 |
| 2              | 12464     | 4     | 306.0         | 1.03576728806 | 2              | 12464     | 5     | 492.0         | 1.00166484017 |
| 2              | 12494     | 4     | 415.5         | 1.14391684892 | 2              | 12494     | 5     | 222.666666667 | 1.21747457618 |
| 2              | 12914     | 4     | 408.4         | 1.00231830739 | 2              | 12914     | 5     | 303.0         | 1.04308530548 |
| 2              | 13262     | 4     | 311.6         | 1.0655110807  | 2              | 13262     | 5     | 340.0         | 1.00799857655 |
| 2              | 14066     | 4     | 323.8         | 1.08274881798 | 2              | 14066     | 5     | 343.75        | 1.0168049565  |
| 2              | 14905     | 4     | 364.8         | 1.03132381086 | 2              | 14905     | 5     | 374.75        | 1.1117684647  |
| 2              | 15967     | 4     | 321.2         | 1.08966020281 | 2              | 15967     | 5     | 352.333333333 | 1.30070559086 |
| 2              | 17332     | 4     | 377.8         | 1.01746900975 | 2              | 17332     | 5     | 269.75        | 1.15564137843 |
| 2              | 17482     | 4     | 185.8         | 1.15893672625 | 2              | 17482     | 5     | 233.0         | 1.33484674681 |
| 2              | 17636     | 4     | 353.6         | 1.07199038643 | 2              | 17636     | 5     | 387.0         | 1.20226424295 |
| 2              | 18247     | 4     | 231.75        | 1.11741629421 | 2              | 18247     | 5     | 323.75        | 1.32237663095 |
| 2              | 18338     | 4     | 316.8         | 1.15299237315 | 2              | 18338     | 5     | 274.75        | 1.20812044494 |
| 2              | 18826     | 4     | 301.0         | 1.03713743461 | 2              | 18826     | 5     | 369.333333333 | 1.02968332758 |
| 2              | 20414     | 4     | 294.0         | 1.24106009162 | 2              | 20414     | 5     | 378.0         | 1.0598289947  |
| 2              | 21638     | 4     | 239.0         | 1.11132180368 | 2              | 21638     | 5     | 365.5         | 1.12047907601 |
| 2              | 21710     | 4     | 316.2         | 1.10950356614 | 2              | 21710     | 5     | 295.75        | 1.39766869511 |
| 2              | 21736     | 4     | 296.75        | 1.19602696074 | 2              | 21736     | 5     | 195.5         | 1.1872995814  |
| 2              | 22192     | 4     | 329.6         | 1.06343421472 | 2              | 22192     | 5     | 310.5         | 1.27207375971 |
| 2              | 22801     | 4     | 329.333333333 | 1.03134473298 | 2              | 22801     | 5     | 488.75        | 1.0146898875  |
| 2              | 23062     | 4     | 382.8         | 1.0775132175  | 2              | 23062     | 5     | 304.333333333 | 1.25192250748 |
| 2              | 23671     | 4     | 280.4         | 1.02445258767 | 2              | 23671     | 5     | 284.0         | 1.30730416167 |
| 2              | 23678     | 4     | 430.8         | 1.01300502889 | 2              | 23678     | 5     | 397.5         | 1.01754398025 |
| 2              | 23956     | 4     | 342.8         | 1.01424542863 | 2              | 23956     | 5     | 285.25        | 1.11320593155 |
| 2              | 24019     | 4     | 346.75        | 1.01431105638 | 2              | 24019     | 5     | 277.0         | 1.4647922686  |
| 2              | 24308     | 4     | 233.4         | 1.21001238402 | 2              | 24308     | 5     | 257.0         | 1.00599524096 |
| 2              | 24752     | 4     | 411.8         | 1.0270087787  | 2              | 24752     | 5     | 394.75        | 1.06734361931 |
| 2              | 26413     | 4     | 286.6         | 1.03172684938 | 2              | 26413     | 5     | 318.75        | 1.12000549238 |
| 2              | 26629     | 4     | 346.8         | 1.15594155372 | 2              | 26629     | 5     | 242.5         | 1.14259054834 |
| 2              | 27307     | 4     | 444.6         | 1.02738637985 | 2              | 27307     | 5     | 427.25        | 1.04299169935 |
| 2              | 28210     | 4     | 259.4         | 1.56935250262 | 2              | 28210     | 5     | 378.333333333 | 1.00712939192 |
| 2              | 28675     | 4     | 305.4         | 1.03791996239 | 2              | 28675     | 5     | 286.25        | 1.17044080125 |
| 2              | 28879     | 4     | 362.8         | 1.06976056818 | 2              | 28879     | 5     | 174.0         | 1.48582948511 |
| 2              | 29938     | 4     | 370.0         | 1.08487846582 | 2              | 29938     | 5     | 257.5         | 1.35380055583 |
| 2              | 30626     | 4     | 274.0         | 1.07340227547 | 2              | 30626     | 5     | 198.25        | 1.07064389941 |
| 2              | 30736     | 4     | 291.25        | 1.02177463543 | 2              | 30736     | 5     | 365.666666667 | 1.49138487205 |
| 2              | 30856     | 4     | 136.75        | 1.08707161817 | 2              | 30856     | 5     | 320.25        | 1.16630142714 |
| 2              | 32035     | 4     | 330.0         | 1.13395299864 | 2              | 32035     | 5     | 332.25        | 1.20362267637 |
| 2              | 32251     | 4     | 161.5         | 1.03779380336 | 2              | 32251     | 5     | 362.333333333 | 1.1401528966  |
| 2              | 32420     | 4     | 258.8         | 1.09822386809 | 2              | 32420     | 5     | 324.25        | 1.23190931796 |
| 2              | 32818     | 4     | 375.4         | 1.05645207203 | 2              | 32818     | 5     | 262.5         | 1.1145640678  |
| 2              | 33980     | 4     | 294.4         | 1.09650664041 | 2              | 33980     | 5     | 389.333333333 | 1.19406297201 |
| 2              | 35146     | 4     | 435.0         | 1.12126657711 | 2              | 35146     | 5     | 488.75        | 1.04319120803 |
| 2              | 35272     | 4     | 386.0         | 1.02151631158 | 2              | 35272     | 5     | 322.5         | 1.11187618633 |
| 2              | 35458     | 4     | 373.75        | 1.02685178886 | 2              | 35458     | 5     | 255.0         | 1.2663388151  |
| 2              | 36266     | 4     | 295.0         | 1.21660445522 | 2              | 36266     | 5     | 395.0         | 1.05750081015 |
| 2              | 36742     | 4     | 248.4         | 1.52680178823 | 2              | 36742     | 5     | 261.0         | 1.40337667684 |
